gene	disease
NCBIGene:862	Acute myeloid leukemia with t(8;21)(q22;q22) translocation
NCBIGene:862	Acute myeloid leukemia (AML)
NCBIGene:862	['acute myeloid leukemia', 'Leukemia, Acute Myeloid']
NCBIGene:862	SCLC1
NCBIGene:26986	breast cancer
NCBIGene:26986	transitional cell carcinoma
NCBIGene:26986	urinary bladder cancer
NCBIGene:51582	IgA glomerulonephritis
NCBIGene:9699	SCLC1
NCBIGene:114788	Substance-Related Disorders
NCBIGene:114788	renal cell carcinoma
NCBIGene:114788	autistic disorder
NCBIGene:6713	Liver Neoplasms, Experimental
NCBIGene:29028	IgA glomerulonephritis
NCBIGene:9788	Arthritis, Juvenile
NCBIGene:9788	stomach cancer
NCBIGene:114907	muscular atrophy
NCBIGene:51571	IgA glomerulonephritis
NCBIGene:50807	urinary bladder cancer
NCBIGene:50807	pulmonary tuberculosis
NCBIGene:23237	Alzheimer's disease
NCBIGene:23237	Cocaine-Related Disorders
NCBIGene:23237	Movement Disorders
NCBIGene:5747	tongue squamous cell carcinoma
NCBIGene:5747	Neoplasm Invasiveness
NCBIGene:5747	glioblastoma multiforme
NCBIGene:5747	rheumatoid arthritis
NCBIGene:5747	['hepatocellular carcinoma', 'Hepatocellular Carcinoma']
NCBIGene:27161	myeloid leukemia
NCBIGene:27161	Cocaine-Related Disorders
NCBIGene:5991	Arsenic Poisoning
NCBIGene:5991	Skin Diseases
NCBIGene:3717	['hepatic vein thrombosis', 'Budd-Chiari Syndrome']
NCBIGene:3717	myelofibrosis
NCBIGene:3717	['polycythemia vera', 'Polycythemia Vera']
NCBIGene:3717	hemorrhagic thrombocythemia
NCBIGene:3717	Familial thrombocytosis
NCBIGene:3717	Myelofibrosis
NCBIGene:3717	['primary polycythemia', 'Erythrocytosis, Familial, 1']
NCBIGene:3717	['acute myeloid leukemia', 'Leukemia, Acute Myeloid']
NCBIGene:3717	Thrombocythemia 3
NCBIGene:3717	Familial Acute Myeloid Leukemia (AML) with Mutated CEBPA
NCBIGene:3717	Polycythemia vera
NCBIGene:3717	Heart Valve Diseases
NCBIGene:3717	Thrombocythemia 1
NCBIGene:3717	leukemia
NCBIGene:3717	calcinosis
NCBIGene:3717	mesenteric vascular occlusion
NCBIGene:3717	Abortion, Spontaneous
NCBIGene:3717	Thromboembolism
NCBIGene:3717	Myocardial Ischemia
NCBIGene:3717	Pregnancy Complications
NCBIGene:3717	prostate cancer
NCBIGene:3717	ulcerative colitis
NCBIGene:3717	bone marrow cancer
NCBIGene:3717	thrombocytosis
NCBIGene:3717	Venous Thrombosis
NCBIGene:3717	polycythemia
NCBIGene:5789	breast cancer
NCBIGene:5789	Colorectal Neoplasms
NCBIGene:5789	attention deficit hyperactivity disorder
NCBIGene:5789	restless legs syndrome
NCBIGene:11168	['acute myeloid leukemia', 'Leukemia, Acute Myeloid']
NCBIGene:54796	Craniofacial Abnormalities
NCBIGene:54796	ovarian cancer
NCBIGene:54796	cleft palate
NCBIGene:4781	salivary gland adenoid cystic carcinoma
NCBIGene:4300	Acute myeloid leukemia with t(9;11)(p22;q23)
NCBIGene:55958	KLHL9-related childhood-onset distal myopathy
NCBIGene:1993	SCLC1
NCBIGene:7094	['osteoporosis', 'Osteoporosis']
NCBIGene:7094	Neoplasm Invasiveness
NCBIGene:4882	['acromesomelic dysplasia, Maroteaux type', 'Acromesomelic Dysplasia, Maroteaux Type']
NCBIGene:4882	Short Stature With Nonspecific Skeletal Abnormalities
NCBIGene:4882	['Tall stature - scoliosis - macrodactyly of the great toes', 'Epiphyseal Chondrodysplasia, Miura Type']
NCBIGene:5079	['Precursor B-cell acute lymphoblastic leukemia', 'Leukemia, Acute Lymphoblastic, Susceptibility To, 3']
NCBIGene:5079	Lymphoplasmacytic lymphoma
NCBIGene:5079	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma
NCBIGene:5079	Precursor Cell Lymphoblastic Leukemia-Lymphoma
NCBIGene:5239	Arthritis, Juvenile
NCBIGene:6096	endometriosis
NCBIGene:216	peripheral nervous system disease
NCBIGene:216	Liver Cirrhosis, Experimental
NCBIGene:216	renal cell carcinoma
NCBIGene:216	['Creutzfeldt-Jakob disease', 'Creutzfeldt-Jakob Disease']
NCBIGene:216	Parkinsonian Disorders
NCBIGene:9615	Mammary Neoplasms, Animal
NCBIGene:9615	Carcinoma
NCBIGene:9615	Mammary Neoplasms, Experimental
NCBIGene:7763	prostate cancer
NCBIGene:7091	Myocardial Ischemia
NCBIGene:7091	Mammary Neoplasms, Animal
NCBIGene:7091	Carcinoma
NCBIGene:7091	Mammary Neoplasms, Experimental
NCBIGene:1612	Bladder cancer
NCBIGene:1612	Neoplasm Metastasis
NCBIGene:1612	transitional cell carcinoma
NCBIGene:1612	non-small cell lung carcinoma
NCBIGene:1612	renal cell carcinoma
NCBIGene:1612	conjunctival disease
NCBIGene:1612	adenocarcinoma
NCBIGene:1612	salivary gland adenoid cystic carcinoma
NCBIGene:1612	['myelodysplastic syndrome', 'Myelodysplastic Syndrome']
NCBIGene:1612	brain cancer
NCBIGene:1612	peripheral nervous system disease
NCBIGene:1612	lung benign neoplasm
NCBIGene:1612	Salivary Gland Neoplasms
NCBIGene:1612	['acute myeloid leukemia', 'Leukemia, Acute Myeloid']
NCBIGene:1612	Arthritis, Juvenile
NCBIGene:1612	Neoplasms, Second Primary
NCBIGene:3190	Au-Kline Syndrome
NCBIGene:3190	breast cancer
NCBIGene:6850	benign mesothelioma
NCBIGene:6850	melanoma
NCBIGene:9568	['nicotine dependence', 'Tobacco Addiction, Susceptibility to']
NCBIGene:9568	autistic disorder
NCBIGene:23071	prostate cancer
NCBIGene:10592	peripheral nervous system disease
NCBIGene:9314	Myocardial Ischemia
NCBIGene:9314	congenital heart disease
NCBIGene:9314	Arthritis, Juvenile
NCBIGene:5887	prostate cancer
NCBIGene:5887	Craniofacial Abnormalities
NCBIGene:5887	male infertility
NCBIGene:7357	IgA glomerulonephritis
NCBIGene:7357	Myocardial Ischemia
NCBIGene:5069	Conotruncal heart malformations
NCBIGene:5069	coronary artery disease
NCBIGene:5069	Acute Coronary Syndrome
NCBIGene:5069	intermediate coronary syndrome
NCBIGene:5069	endometriosis
NCBIGene:5069	myocardial infarction
NCBIGene:5069	Infertility, Female
NCBIGene:153090	prostate cancer
NCBIGene:153090	pulmonary embolism
NCBIGene:153090	myocardial infarction
NCBIGene:153090	abdominal aortic aneurysm
NCBIGene:153090	Peripheral Vascular Diseases
NCBIGene:153090	lung benign neoplasm
NCBIGene:23245	autistic disorder
NCBIGene:23245	MGR4
NCBIGene:23245	Amphetamine-Related Disorders
NCBIGene:9355	rheumatoid arthritis
NCBIGene:5695	peripheral nervous system disease
NCBIGene:5537	melanoma
NCBIGene:9649	urinary bladder cancer
NCBIGene:25792	dystonia
NCBIGene:25792	['Ewing sarcoma', 'Ewing Sarcoma']
NCBIGene:25792	Cervical Dystonia, Primary
NCBIGene:25792	prostate cancer
NCBIGene:1759	Epileptic Encephalopathy, Early Infantile, 31
NCBIGene:1759	Ohtahara syndrome
NCBIGene:1759	['Lennox-Gastaut syndrome', 'Macrocephaly and Epileptic Encephalopathy']
NCBIGene:5524	stomach cancer
NCBIGene:8021	Acute myeloid leukemia with t(6;9)(p23;q34)
NCBIGene:8021	['acute myeloid leukemia', 'Leukemia, Acute Myeloid']
NCBIGene:8021	ALL1
NCBIGene:6256	prostate cancer
NCBIGene:6256	Thyroid Neoplasms
NCBIGene:6256	Amyotrophic lateral sclerosis 1
NCBIGene:6256	Sciatic Neuropathy
NCBIGene:10439	prostate cancer
NCBIGene:55684	intellectual disability
NCBIGene:2529	polycystic ovary syndrome
NCBIGene:774	['Adult-onset cervical dystonia, DYT23 type', 'Dystonia 23']
NCBIGene:22982	SCLC1
NCBIGene:84991	Spinocerebellar Ataxias
NCBIGene:5588	Lymphoma, T-Cell, Cutaneous
NCBIGene:5588	type 1 diabetes mellitus
NCBIGene:5588	rheumatoid arthritis
NCBIGene:2665	esophagus squamous cell carcinoma
NCBIGene:51182	mouth disease
NCBIGene:55691	Substance-Related Disorders
NCBIGene:7431	['Pulverulent cataract', 'Cataract 30']
NCBIGene:7431	Malignant melanoma
NCBIGene:7431	Renal cell carcinoma
NCBIGene:7431	Ewing's sarcoma
NCBIGene:7431	Extraskeletal myxoid chondrosarcoma
NCBIGene:7431	Myxoid liposarcoma
NCBIGene:7431	['Early-onset non-syndromic cataract', 'Non-syndromic congenital cataract']
NCBIGene:7431	Cell Transformation, Neoplastic
NCBIGene:7431	Cataract
NCBIGene:7431	neurodegenerative disease
NCBIGene:7431	Reperfusion Injury
NCBIGene:7431	Neoplasm Metastasis
NCBIGene:7431	Osteoarthritis
NCBIGene:7431	carcinosarcoma
NCBIGene:7431	nephrosis
NCBIGene:7431	Motor Neuron Disease
NCBIGene:7431	prostate cancer
NCBIGene:7431	Acute Coronary Syndrome
NCBIGene:7431	retinal disease
NCBIGene:7431	Amyotrophic lateral sclerosis 1
NCBIGene:7431	['synovial sarcoma', 'Sarcoma, Synovial']
NCBIGene:7431	breast cancer
NCBIGene:8028	['acute myeloid leukemia', 'Leukemia, Acute Myeloid']
NCBIGene:8028	Precursor T-cell acute lymphoblastic leukemia
NCBIGene:8028	meningioma
NCBIGene:8028	renal cell carcinoma
NCBIGene:8028	melanoma
NCBIGene:6840	['acute myeloid leukemia', 'Leukemia, Acute Myeloid']
NCBIGene:8453	inflammatory bowel disease
NCBIGene:3688	congestive heart failure
NCBIGene:3688	Neoplasm Metastasis
NCBIGene:3688	calcinosis
NCBIGene:3688	cardiomyopathy
NCBIGene:3688	endometriosis
NCBIGene:3688	tongue squamous cell carcinoma
NCBIGene:3688	Carcinoma
NCBIGene:3688	Neoplasm Invasiveness
NCBIGene:3688	non-small cell lung carcinoma
NCBIGene:3688	dilated cardiomyopathy
NCBIGene:8829	liver disease
NCBIGene:8829	pancreatic cancer
NCBIGene:8829	peripheral nervous system disease
NCBIGene:8829	prostate cancer
NCBIGene:8829	endometriosis
NCBIGene:5599	Reperfusion Injury
NCBIGene:5599	Cell Transformation, Neoplastic
NCBIGene:5599	stomach cancer
NCBIGene:5599	atopic dermatitis
NCBIGene:5599	Precancerous Conditions
NCBIGene:5599	Liver Failure, Acute
NCBIGene:983	diffuse large B-cell lymphoma
NCBIGene:8030	Thyroid Cancer, Nonmedullary, 1
NCBIGene:8030	Thyroid cancer
NCBIGene:8030	Differentiated thyroid carcinoma
NCBIGene:221037	Germinoma of the central nervous system
NCBIGene:221037	Arthritis, Juvenile
NCBIGene:221037	autistic disorder
NCBIGene:221037	salivary gland adenoid cystic carcinoma
NCBIGene:23411	Human immunodeficiency virus infectious disease
NCBIGene:23411	Diabetes Mellitus, Experimental
NCBIGene:23411	brain cancer
NCBIGene:23411	brain infarction
NCBIGene:23411	breast cancer
NCBIGene:23411	colitis
NCBIGene:23411	diabetes mellitus
NCBIGene:23411	diabetic retinopathy
NCBIGene:23411	['type 2 diabetes mellitus', 'Diabetes Mellitus, Noninsulin-Dependent']
NCBIGene:23411	Atherosclerosis
NCBIGene:23411	prostate cancer
NCBIGene:23411	Pneumonia, Pneumococcal
NCBIGene:23411	Acute Kidney Injury
NCBIGene:23411	Ceroid lipofuscinosis, neuronal 1, infantile
NCBIGene:23411	heart disease
NCBIGene:23411	retinal disease
NCBIGene:84159	rheumatoid arthritis
NCBIGene:84159	Precursor Cell Lymphoblastic Leukemia-Lymphoma
NCBIGene:84159	salivary gland adenoid cystic carcinoma
NCBIGene:84159	Graves' disease
NCBIGene:5532	['Wilson disease', 'Wilson Disease']
NCBIGene:57178	Colorectal Neoplasms
NCBIGene:57178	celiac disease
NCBIGene:9231	Inflammatory Bowel Disease 1
NCBIGene:2894	Colorectal Neoplasms
NCBIGene:3070	ICF syndrome
NCBIGene:3070	polycystic ovary syndrome
NCBIGene:26507	melanoma
NCBIGene:10613	Autosomal recessive spastic paraplegia type 62
NCBIGene:10613	IgA glomerulonephritis
NCBIGene:120	spastic quadriplegia
NCBIGene:120	toxic encephalopathy
NCBIGene:120	brain ischemia
NCBIGene:57700	melanoma
NCBIGene:3983	Substance-Related Disorders
NCBIGene:22841	IgA glomerulonephritis
NCBIGene:8661	prostate cancer
NCBIGene:6571	Brain dopamine-serotonin vesicular transport disease
NCBIGene:6571	Parkinson's disease
NCBIGene:6571	nervous system disease
NCBIGene:2869	liver disease
NCBIGene:259217	Substance-Related Disorders
NCBIGene:3632	Schizophrenia
NCBIGene:5719	Human immunodeficiency virus infectious disease
NCBIGene:57661	systemic lupus erythematosus
NCBIGene:727897	acute interstitial pneumonia
NCBIGene:727897	['idiopathic pulmonary fibrosis', 'Pulmonary Fibrosis, Idiopathic']
NCBIGene:727897	Dyskeratosis Congenita
NCBIGene:727897	Pulmonary Fibrosis, Familial
NCBIGene:727897	['Diffuse panbronchiolitis', 'Panbronchiolitis, Diffuse']
NCBIGene:4928	['acute myeloid leukemia', 'Leukemia, Acute Myeloid']
NCBIGene:6240	peripheral nervous system disease
NCBIGene:6240	non-small cell lung carcinoma
NCBIGene:6240	adrenocortical carcinoma
NCBIGene:6240	['hepatocellular carcinoma', 'Hepatocellular Carcinoma']
NCBIGene:6240	Neural Tube Defects
NCBIGene:10527	Human immunodeficiency virus infectious disease
NCBIGene:10527	IgA glomerulonephritis
NCBIGene:406	Infertility, Female
NCBIGene:406	Leukemia, Myelogenous, Chronic, BCR-ABL Positive
NCBIGene:406	Myocardial Ischemia
NCBIGene:2965	peripheral nervous system disease
NCBIGene:89797	['Susceptibility to viral and mycobacterial infections', 'Immunodeficiency 31B']
NCBIGene:55366	Schizophrenia
NCBIGene:4076	IgA glomerulonephritis
NCBIGene:7189	Autosomal dominant hypohidrotic ectodermal dysplasia
NCBIGene:7189	coronary artery disease
NCBIGene:7189	rheumatoid arthritis
NCBIGene:6506	epilepsy syndrome
NCBIGene:6506	stomach cancer
NCBIGene:6506	Amyotrophic Lateral Sclerosis
NCBIGene:26298	prostate cancer
NCBIGene:1132	Tremor
NCBIGene:1408	Leukemia, Myelogenous, Chronic, BCR-ABL Positive
NCBIGene:51317	PSS
NCBIGene:5702	Human immunodeficiency virus infectious disease
NCBIGene:1642	stomach cancer
NCBIGene:27339	stomach cancer
NCBIGene:9415	Colorectal Neoplasms
NCBIGene:9415	lipid storage disease
NCBIGene:3619	melanoma
NCBIGene:9219	endometriosis
NCBIGene:1128	Memory Disorders
NCBIGene:1128	visual epilepsy
NCBIGene:1128	brain ischemia
NCBIGene:1128	epilepsy syndrome
NCBIGene:10963	melanoma
NCBIGene:2011	Salivary Gland Neoplasms
NCBIGene:2011	salivary gland adenoid cystic carcinoma
NCBIGene:9379	Child Development Disorders, Pervasive
NCBIGene:7536	melanoma
NCBIGene:5970	Ependymoma
NCBIGene:5970	Cell Transformation, Neoplastic
NCBIGene:5970	cystitis
NCBIGene:5970	Skin Neoplasms
NCBIGene:5970	Diabetic Nephropathies
NCBIGene:5970	alcoholic liver cirrhosis
NCBIGene:5970	Amphetamine-Related Disorders
NCBIGene:5970	brain cancer
NCBIGene:5970	ulcerative colitis
NCBIGene:5970	cholestasis
NCBIGene:5970	colitis
NCBIGene:5970	['type 2 diabetes mellitus', 'Diabetes Mellitus, Noninsulin-Dependent']
NCBIGene:5970	breast cancer
NCBIGene:5970	Neoplasm Invasiveness
NCBIGene:5970	chronic kidney failure
NCBIGene:5970	Neoplasms, Experimental
NCBIGene:5970	Colonic Neoplasms
NCBIGene:5970	renal cell carcinoma
NCBIGene:5970	Reperfusion Injury
NCBIGene:5970	Diabetes Mellitus, Experimental
NCBIGene:5970	hypertension
NCBIGene:5970	Barrett's esophagus
NCBIGene:156	Embryo Loss
NCBIGene:156	Cardiomegaly
NCBIGene:156	allergic contact dermatitis
NCBIGene:156	rheumatoid arthritis
NCBIGene:156	hypertension
NCBIGene:22941	Autism, Susceptibility To, 17
NCBIGene:22941	Autism Spectrum Disorders
NCBIGene:22941	intellectual disability
NCBIGene:5138	breast cancer
NCBIGene:4926	Bladder cancer
NCBIGene:4926	['acute promyelocytic leukemia', 'Acute Promyelocytic Leukemia']
NCBIGene:4926	allergic contact dermatitis
NCBIGene:9873	Arthritis, Juvenile
NCBIGene:23201	stomach cancer
NCBIGene:10714	Colorectal Neoplasms
NCBIGene:56946	atopic dermatitis
NCBIGene:56946	breast cancer
NCBIGene:56946	polycystic ovary syndrome
NCBIGene:6188	melanoma
NCBIGene:8726	Nerve Sheath Neoplasms
NCBIGene:8726	neurilemmoma
NCBIGene:8301	Precursor T-cell acute lymphoblastic leukemia
NCBIGene:8301	['acute myeloid leukemia', 'Leukemia, Acute Myeloid']
NCBIGene:8301	Alzheimer's disease
NCBIGene:9846	Neoplasm Invasiveness
NCBIGene:9846	melanoma
NCBIGene:9846	Neoplasm Metastasis
NCBIGene:26011	bipolar disorder
NCBIGene:8322	retinopathy of prematurity
NCBIGene:8322	exudative vitreoretinopathy
NCBIGene:8322	Exudative Vitreoretinopathy 1
NCBIGene:8322	Familial Exudative Vitreoretinopathy, Autosomal Dominant
NCBIGene:8322	persistent hyperplastic primary vitreous
NCBIGene:8322	Craniofacial Abnormalities
NCBIGene:8322	retinal disease
NCBIGene:8322	syndactyly
NCBIGene:8322	Arachnodactyly
NCBIGene:8322	cleft palate
NCBIGene:84441	Arthritis, Juvenile
NCBIGene:143686	prostate cancer
NCBIGene:84259	tuberculosis
NCBIGene:2893	Substance-Related Disorders
NCBIGene:2893	myopia
NCBIGene:85463	psoriasis
NCBIGene:23705	Nasopharyngeal cancer
NCBIGene:23705	Depressive Disorder
NCBIGene:23705	breast cancer
NCBIGene:23705	autistic disorder
NCBIGene:23621	Alzheimer's disease
NCBIGene:372	Ataxia
NCBIGene:3312	['spinocerebellar ataxia type 17', 'Spinocerebellar Ataxia 17']
NCBIGene:3312	adenocarcinoma
NCBIGene:3312	Mouth Neoplasms
NCBIGene:3312	stomach cancer
NCBIGene:3312	tongue squamous cell carcinoma
NCBIGene:3312	Acute Coronary Syndrome
NCBIGene:23365	['acute myeloid leukemia', 'Leukemia, Acute Myeloid']
NCBIGene:9538	prostate cancer
NCBIGene:84623	autosomal dominant non-syndromic intellectual disability
NCBIGene:84623	Mental Retardation, Autosomal Dominant 4
NCBIGene:5927	intellectual disability
NCBIGene:1108	Schizophrenia
NCBIGene:1108	Endometrial Neoplasms
NCBIGene:5777	Heart Valve Diseases
NCBIGene:5777	Respiratory Hypersensitivity
NCBIGene:5777	calcinosis
NCBIGene:50813	stomach cancer
NCBIGene:79923	Neoplasms, Germ Cell and Embryonal
NCBIGene:55729	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma
NCBIGene:55729	testicular cancer
NCBIGene:55729	Neoplasms, Germ Cell and Embryonal
NCBIGene:6660	12p12.1 microdeletion syndrome
NCBIGene:6660	Developmental and speech delay due to SOX5 deficiency
NCBIGene:6660	atrial fibrillation
NCBIGene:6660	Child Development Disorders, Pervasive
NCBIGene:55726	Chloracne
NCBIGene:114134	Substance-Related Disorders
NCBIGene:54407	IgA glomerulonephritis
NCBIGene:196528	['hepatocellular carcinoma', 'Hepatocellular Carcinoma']
NCBIGene:41	brain ischemia
NCBIGene:41	Brain Injuries
NCBIGene:113251	polycystic ovary syndrome
NCBIGene:3164	endometriosis
NCBIGene:3164	Myocardial Ischemia
NCBIGene:5916	cleft palate
NCBIGene:5916	Musculoskeletal Abnormalities
NCBIGene:5916	heart disease
NCBIGene:6667	hyperglycemia
NCBIGene:6667	Neoplasm Metastasis
NCBIGene:6667	Cell Transformation, Neoplastic
NCBIGene:6667	Skin Neoplasms
NCBIGene:9700	salivary gland adenoid cystic carcinoma
NCBIGene:9700	urinary bladder cancer
NCBIGene:9700	Salivary Gland Neoplasms
NCBIGene:9700	transitional cell carcinoma
NCBIGene:3678	Carcinoma
NCBIGene:3678	Neoplasm Invasiveness
NCBIGene:3678	Reperfusion Injury
NCBIGene:3678	tongue squamous cell carcinoma
NCBIGene:3678	stomach cancer
NCBIGene:3071	IgA glomerulonephritis
NCBIGene:5153	learning disability
NCBIGene:1017	melanoma
NCBIGene:64375	VAMAS6
NCBIGene:64375	alopecia areata
NCBIGene:5036	stomach cancer
NCBIGene:1431	congestive heart failure
NCBIGene:1431	cardiomyopathy
NCBIGene:1431	['obesity', 'Obesity']
NCBIGene:506	['spinocerebellar ataxia type 17', 'Spinocerebellar Ataxia 17']
NCBIGene:506	Acute Kidney Injury
NCBIGene:506	Precancerous Conditions
NCBIGene:506	Non-alcoholic Fatty Liver Disease
NCBIGene:11176	prostate cancer
NCBIGene:4665	hemangiopericytoma
NCBIGene:4665	Solitary Fibrous Tumors
NCBIGene:4035	MGR4
NCBIGene:4035	Schizophrenia
NCBIGene:4035	migraine
NCBIGene:196403	breast cancer
NCBIGene:114785	peripheral nervous system disease
NCBIGene:22864	Arthritis, Juvenile
NCBIGene:29110	Frontotemporal dementia with motor neuron disease
NCBIGene:29110	Frontotemporal Dementia And/Or Amyotrophic Lateral Sclerosis 4
NCBIGene:29110	Amyotrophic lateral sclerosis
NCBIGene:29110	Herpes simplex encephalitis
NCBIGene:57522	Thyroid Cancer, Nonmedullary, 2
NCBIGene:57522	ovary epithelial cancer
NCBIGene:8445	IgA glomerulonephritis
NCBIGene:23426	['Fraser syndrome', 'Fraser Syndrome']
NCBIGene:4193	Accelerated Tumor Formation, Susceptibility to
NCBIGene:4193	Penile cancer
NCBIGene:4193	Choriocarcinoma
NCBIGene:4193	Glioma
NCBIGene:4193	Alveolar rhabdomyosarcoma
NCBIGene:4193	Osteosarcoma
NCBIGene:4193	Dedifferentiated liposarcoma
NCBIGene:4193	atypical lipomatous tumor
NCBIGene:4193	Li-Fraumeni syndrome
NCBIGene:4193	male infertility
NCBIGene:4193	Cell Transformation, Neoplastic
NCBIGene:4193	Human immunodeficiency virus infectious disease
NCBIGene:4193	peripheral nervous system disease
NCBIGene:4193	Precancerous Conditions
NCBIGene:4193	prostate cancer
NCBIGene:4193	melanoma
NCBIGene:4193	non-small cell lung carcinoma
NCBIGene:11052	IgA glomerulonephritis
NCBIGene:10576	['osteoporosis', 'Osteoporosis']
NCBIGene:5787	angiosarcoma
NCBIGene:196441	Arthritis, Juvenile
NCBIGene:89795	tuberculosis
NCBIGene:89795	renal cell carcinoma
NCBIGene:89795	opiate dependence
NCBIGene:490	hypertension
NCBIGene:490	IgA glomerulonephritis
NCBIGene:490	Cataract
NCBIGene:490	coronary artery disease
NCBIGene:10154	endometriosis
NCBIGene:7181	endometriosis
NCBIGene:10988	IgA glomerulonephritis
NCBIGene:23074	Arthritis, Juvenile
NCBIGene:56899	['Wilson disease', 'Wilson Disease']
NCBIGene:7184	prostate cancer
NCBIGene:23603	non-small cell lung carcinoma
NCBIGene:23603	IgA glomerulonephritis
NCBIGene:9733	Porokeratosis 3, Disseminated Superficial Actinic Type
NCBIGene:121551	liver cancer
NCBIGene:5501	ovarian cancer
NCBIGene:283450	coronary artery disease
NCBIGene:6128	Mammary Neoplasms, Animal
NCBIGene:6128	Mammary Neoplasms, Experimental
NCBIGene:6128	Carcinoma
NCBIGene:6128	Parkinson's disease
NCBIGene:4842	IHPS1
NCBIGene:4842	['achalasia', 'Achalasia, Familial Esophageal']
NCBIGene:4842	morphine dependence
NCBIGene:4842	Neurobehavioral Manifestations
NCBIGene:4842	type 1 diabetes mellitus
NCBIGene:4842	Fetal Alcohol Spectrum Disorders
NCBIGene:4842	Hyperalgesia
NCBIGene:4842	visual epilepsy
NCBIGene:4842	cerebellar disease
NCBIGene:4842	Schizophrenia
NCBIGene:4842	End Stage Liver Disease
NCBIGene:4842	hepatic encephalopathy
NCBIGene:4842	disease of mental health
NCBIGene:4842	nervous system disease
NCBIGene:4842	status epilepticus
NCBIGene:4842	Depressive Disorder
NCBIGene:4842	intestinal perforation
NCBIGene:4842	Amphetamine-Related Disorders
NCBIGene:4842	Trauma, Nervous System
NCBIGene:4842	Parkinson's disease
NCBIGene:84678	Schizophrenia
NCBIGene:6249	autosomal recessive non-syndromic intellectual disability
NCBIGene:55206	Schizophrenia
NCBIGene:121256	SCLC1
NCBIGene:121256	liver cancer
NCBIGene:121256	Precancerous Conditions
NCBIGene:5901	Human immunodeficiency virus infectious disease
NCBIGene:5901	Osteoarthritis
NCBIGene:5901	Keloid
NCBIGene:5901	Mammary Neoplasms, Experimental
NCBIGene:5901	Mammary Neoplasms, Animal
NCBIGene:5901	Carcinoma
NCBIGene:6433	Child Development Disorders, Pervasive
NCBIGene:10810	Arthritis, Juvenile
NCBIGene:2321	Pre-Eclampsia
NCBIGene:2321	liver cirrhosis
NCBIGene:2321	Osteochondrodysplasias
NCBIGene:2321	Neoplasm Metastasis
NCBIGene:2321	Cerebral Hemorrhage
NCBIGene:2321	melanoma
NCBIGene:2321	breast cancer
NCBIGene:2321	uremia
NCBIGene:2321	angiosarcoma
NCBIGene:2321	Skin Neoplasms
NCBIGene:10808	Human immunodeficiency virus infectious disease
NCBIGene:10129	peripheral nervous system disease
NCBIGene:10129	intellectual disability
NCBIGene:9201	IgA glomerulonephritis
NCBIGene:26960	autistic disorder
NCBIGene:2308	['alveolar rhabdomyosarcoma', 'Rhabdomyosarcoma 2']
NCBIGene:2308	Alveolar rhabdomyosarcoma
NCBIGene:2308	['acute myeloid leukemia', 'Leukemia, Acute Myeloid']
NCBIGene:2308	keratoconus
NCBIGene:7178	prostate cancer
NCBIGene:8848	Mammary Neoplasms, Experimental
NCBIGene:8848	Liver Neoplasms, Experimental
NCBIGene:8848	Mammary Neoplasms, Animal
NCBIGene:8848	Cell Transformation, Neoplastic
NCBIGene:8848	Carcinoma
NCBIGene:3936	['nicotine dependence', 'Tobacco Addiction, Susceptibility to']
NCBIGene:3936	IgA glomerulonephritis
NCBIGene:5101	Child Development Disorders, Pervasive
NCBIGene:11278	Bronchopulmonary Dysplasia
NCBIGene:11278	Substance-Related Disorders
NCBIGene:11278	Schizophrenia
NCBIGene:10253	cleft palate
NCBIGene:10253	Craniofacial Abnormalities
NCBIGene:10253	cleft lip
NCBIGene:10253	lung disease
NCBIGene:10253	lung benign neoplasm
NCBIGene:9375	IgA glomerulonephritis
NCBIGene:1948	Precancerous Conditions
NCBIGene:1948	Reperfusion Injury
NCBIGene:1948	liver cancer
NCBIGene:23250	['idiopathic pulmonary fibrosis', 'Pulmonary Fibrosis, Idiopathic']
NCBIGene:7027	Arthritis, Juvenile
NCBIGene:283489	Mental Retardation, Autosomal Dominant 40
NCBIGene:8451	['Stevens-Johnson syndrome', 'Severe Cutaneous Adverse Reaction, Susceptibility to']
NCBIGene:57680	Autism, Susceptibility To, 18
NCBIGene:57680	autistic disorder
NCBIGene:57680	Megalencephaly
NCBIGene:57680	Child Development Disorders, Pervasive
NCBIGene:57680	Gastrointestinal Diseases
NCBIGene:55072	['Autoinflammatory syndrome with pyogenic bacterial infection and amylopectinosis', 'Polyglucosan Body Myopathy 1 With or Without Immunodeficiency']
NCBIGene:5687	Myocardial Infarction, Susceptibility to
NCBIGene:5687	Human immunodeficiency virus infectious disease
NCBIGene:5687	myocardial infarction
NCBIGene:4247	['MGAT2-CDG', 'Congenital Disorder of Glycosylation, Type Iia']
NCBIGene:4247	Congenital Disorders of N-Linked Glycosylation Pathway Overview
NCBIGene:4247	Abortion, Spontaneous
NCBIGene:6655	Noonan syndrome
NCBIGene:6655	Noonan Syndrome 9
NCBIGene:10979	urinary bladder cancer
NCBIGene:23034	Substance-Related Disorders
NCBIGene:6252	Myocardial Ischemia
NCBIGene:57570	Combined Oxidative Phosphorylation Deficiency 26
NCBIGene:5583	Stroke, Ischemic
NCBIGene:5583	Substance-Related Disorders
NCBIGene:5583	['obesity', 'Obesity']
NCBIGene:3091	sclerosing cholangitis
