disease	disease label	simple score	scaled score
OMIM:114150	Camptobrachydactyly	0.96541	0.713987
OMIM:607131	Al-Gazali-Bakalinova Syndrome	0.92138	0.7137976667
OMIM:201250	Acromesomelic Dysplasia, Hunter-Thompson Type	0.99755	0.713779
OMIM:616260	Tenorio Syndrome	0.89019	0.7137776667
OMIM:270710	Paraplegia - brachydactyly - cone-shaped epiphysis	0.95478	0.71367
OMIM:123560	Cryptomicrotia-Brachydactyly Syndrome	0.95078	0.7136641667
OMIM:600882	Charcot-Marie-Tooth disease type 2B	0.97552	0.7136055
OMIM:131960	Epidermolysis bullosa simplex with mottled pigmentation	0.99624	0.7135216667
OMIM:610717	Neutral Lipid Storage Disease With Myopathy	0.93421	0.7134891667
OMIM:141500	Familial hemiplegic migraine type 1	0.97561	0.713346
OMIM:184253	Spondylometaphyseal Dysplasia, Algerian Type	0.99651	0.7132786667
OMIM:616138	Perrault syndrome 5	0.92178	0.7132425
OMIM:184000	Spondyloepiphyseal Dysplasia, Myopia, and Sensorineural Deafness	0.94928	0.7132181667
OMIM:124950	Deafness, Sensorineural, With Peripheral Neuropathy and Arterial Disease	0.94309	0.713141
OMIM:610099	MPD3	0.96328	0.7131031667
OMIM:606353	Primary Lateral Sclerosis, Juvenile	0.97631	0.7130943333
OMIM:103500	Tietz Syndrome	0.92867	0.7130333333
OMIM:601187	Skeletal dysplasia - epilepsy - short stature	0.99664	0.7130038333
OMIM:126700	Basal laminar drusen	0.90035	0.7128856667
OMIM:231070	Geroderma Osteodysplasticum	0.91609	0.712721
OMIM:272350	Summitt Syndrome	0.92447	0.7126956667
OMIM:107500	Aortic Arch Anomaly With Peculiar Facies and Mental Retardation	0.94831	0.7126566667
OMIM:605282	Temtamy Preaxial Brachydactyly Syndrome	0.94436	0.7125418333
OMIM:261900	Pili torti	0.97548	0.7124938333
OMIM:257790	Oculocerebral Hypopigmentation Syndrome of Preus	0.88683	0.7124683333
OMIM:272750	Tay-Sachs disease AB variant	0.97175	0.7124108333
OMIM:613805	Meier-Gorlin syndrome 5	0.93398	0.712391
OMIM:300496	Autism, Susceptibility To, X-Linked 3	0.96307	0.712322
OMIM:193100	Hypophosphatemic Rickets, Autosomal Dominant	0.91122	0.7122263333
OMIM:615415	Renal-hepatic-pancreatic dysplasia 2	0.90798	0.7121905
OMIM:610910	Pulmonary Alveolar Proteinosis, Acquired	0.93848	0.7121398333
OMIM:250800	Recessive hereditary methemoglobinemia type 1	0.90505	0.7119253333
OMIM:261640	6-pyruvoyl-tetrahydropterin synthase deficiency	0.94835	0.7117695
OMIM:601346	Martinez-Frias Syndrome	0.99653	0.7116613333
OMIM:300707	STAR syndrome	0.90362	0.7116503333
Orphanet:3224	Deafness - genital anomalies - metacarpal and metatarsal synostosis	0.90018	0.7116051667
OMIM:604391	Ataxia-Telangiectasia-Like Disorder 1	0.93429	0.7114988333
OMIM:612951	Leukoencephalopathy, cystic, without megalencephaly	0.95462	0.7114355
OMIM:194072	Wilms Tumor, Aniridia, Genitourinary Anomalies, and Mental Retardation Syndrome	0.93848	0.7113686667
OMIM:615207	IL21R immunodeficiency	0.95856	0.711351
OMIM:616503	Lethal congenital contracture syndrome 9	0.93012	0.7113498333
OMIM:609055	CLN9	0.93755	0.711281
OMIM:602111	spondyloepimetaphyseal dysplasia, Missouri type	0.99639	0.7112588333
OMIM:250230	Metaphyseal chondrodysplasia, Kaitila type	0.96512	0.7112398333
OMIM:248000	Macrocephaly	0.95468	0.7111598333
OMIM:214300	Klippel-Feil syndrome 2, autosomal recessive	0.9629	0.7111588333
OMIM:614069	Immunodeficiency-Centromeric Instability-Facial Anomalies Syndrome 2	0.90343	0.7111213333
OMIM:609162	Czech dysplasia metatarsal type	0.97681	0.7110923333
Orphanet:220393	Diffuse cutaneous systemic sclerosis	0.89142	0.711077
Orphanet:71493	Familial thrombocytosis	0.85364	0.7109933333
OMIM:616171	Microcephaly and chorioretinopathy, autosomal recessive, 2	0.91795	0.7109683333
OMIM:615760	Microcephaly, progressive, with seizures and cerebral and cerebellar atrophy	0.93398	0.7109488333
OMIM:616258	Lethal fetal cerebrorenogenitourinary agenesis/hypoplasia syndrome	0.89316	0.7108716667
OMIM:615934	Sting-Associated Vasculopathy, Infantile-Onset	0.89531	0.7108361667
OMIM:241150	Hypokalemic Alkalosis, Familial, With Specific Renal Tubulopathy	0.95978	0.7108181667
OMIM:607876	Epilepsy, Familial Adult Myoclonic, 2	0.97511	0.7108081667
OMIM:162260	Neurofibromatosis, Type Iii, Mixed Central and Peripheral	0.92407	0.7107915
OMIM:614882	Peroxisome biogenesis disorder 10A	0.9466	0.7107781667
OMIM:601357	ACLH	0.95485	0.7107271667
OMIM:613266	Waardenburg Syndrome, Type 4C	0.92867	0.7107133333
OMIM:248010	Macroepiphyseal Dysplasia With Osteoporosis, Wrinkled Skin, and Aged Appearance	0.97864	0.7106315
OMIM:148730	Keratosis, Focal Palmoplantar and Gingival	0.99815	0.710585
OMIM:200700	Chondrodysplasia, Grebe Type	0.9961	0.7104843333
OMIM:614871	Peroxisome Biogenesis Disorder 6B	0.92761	0.7104505
OMIM:610100	Autosomal dominant Charcot-Marie-Tooth disease type 2 with giant axons	0.97511	0.7104458333
OMIM:601419	Myofibrillar myopathy 1	0.96328	0.7103936667
OMIM:158000	Monilethrix	0.97557	0.7103266667
OMIM:602481	Familial hemiplegic migraine type 2	0.97561	0.7102685
OMIM:616577	Epilepsy, Hearing Loss, and Mental Retardation Syndrome	0.91011	0.7100521667
OMIM:609260	Charcot-Marie-Tooth Disease, Axonal, Type 2A2	0.94268	0.7100376667
OMIM:167210	Pachyonychia congenita type 2	0.95447	0.7100143333
OMIM:164300	Oculopharyngeal muscular dystrophy	0.95433	0.7099266667
OMIM:614134	Stickler syndrome, type 4	0.97569	0.7098366667
OMIM:232600	glycogen storage disease V	0.94793	0.7097196667
OMIM:236640	Growth delay - hydrocephaly - lung hypoplasia	0.92011	0.7096306667
OMIM:604273	mitochondrial complex V (ATP synthase) deficiency, nuclear type 1	0.91776	0.7096135
OMIM:270700	Spastic paraplegia 15	0.92407	0.7095925
OMIM:146500	Multiple System Atrophy 1, Susceptibility to	0.91116	0.7095503333
OMIM:184200	Spondylolisthesis	0.97521	0.7094908333
OMIM:615919	PCNA-related progressive neurodegenerative photosensitivy syndrome	0.91352	0.7094808333
OMIM:601214	Naxos Disease	0.92738	0.7093663333
OMIM:600559	Hydrocephalus, Endocardial Fibroelastosis, and Cataracts	0.90508	0.7093538333
OMIM:223200	Disorganization, Mouse, Homolog of	0.9753	0.7092373333
OMIM:268220	alveolar rhabdomyosarcoma	0.90248	0.7090981667
OMIM:193250	Volvulus of Midgut	0.94241	0.7090786667
OMIM:604131	alpha Thalassemia	0.91671	0.7090476667
OMIM:193530	Curry-Hall syndrome	0.93794	0.7089855
OMIM:613193	Ciliary dyskinesia, primary, 13	0.91705	0.7089453333
OMIM:615777	Desbuquois dysplasia 2	0.93939	0.7089446667
OMIM:613038	Pituitary hormone deficiency, combined 1	0.91139	0.7089316667
OMIM:181405	Scapuloperoneal spinal muscular atrophy	0.97552	0.708786
OMIM:268320	Ectodermal dysplasia - blindness	0.89953	0.708661
OMIM:155900	Melkersson-Rosenthal syndrome	0.88545	0.7086443333
OMIM:192050	Uterus Bicornis Bicollis With Partial Vaginal Septum and Unilateral Hematocolpos With Ipsilateral Renal Agenesis	0.99622	0.7086265
OMIM:213400	myoclonic cerebellar dyssynergia	0.94287	0.7086015
OMIM:106100	Angioedema, Hereditary, Type 1	0.94111	0.7085998333
OMIM:255200	Myopathy, Centronuclear, 2	0.938	0.7085898333
OMIM:159001	Limb-girdle muscular dystrophy, type 1B	0.96427	0.7085721667
OMIM:610125	Microphthalmia, Syndromic 5	0.93123	0.7085528333
OMIM:221810	Dermatoosteolysis, Kirghizian type	0.92767	0.708398
OMIM:245552	Lambotte Syndrome	0.94241	0.7083195
OMIM:258840	Oral and Digital Anomalies With Ichthyosis	0.98138	0.7081358333
OMIM:609944	Ectodermal Dysplasia, Sensorineural Hearing Loss, and Distinctive Facial Features	0.90926	0.708018
OMIM:614669	Auriculocondylar Syndrome 2	0.97685	0.7079913333
OMIM:424500	gonadoblastoma	0.96373	0.7079686667
OMIM:601376	Lethal chondrodysplasia, Seller type	0.99716	0.7079075
OMIM:229120	Fountain Syndrome	0.91465	0.707864
OMIM:217100	Constricting Bands, Congenital	0.92707	0.7078296667
OMIM:261740	Fatal congenital hypertrophic cardiomyopathy due to glycogen storage disease	0.94708	0.7077856667
OMIM:613661	Congenital disorder of glycosylation type 1P	0.93008	0.7077648333
OMIM:613174	Chromosome 5P13 Duplication Syndrome	0.90112	0.7077493333
OMIM:250950	3-Methylglutaconic Aciduria, Type 1	0.91776	0.7077111667
OMIM:613205	Congenital muscular dystrophy due to LMNA mutation	0.89845	0.7077101667
Orphanet:75389	Brain malformation - congenital heart disease - postaxial polydactyly	0.87399	0.7076958333
Orphanet:2123	Diffuse neonatal hemangiomatosis	0.90508	0.7076781667
OMIM:217085	Orstavik Lindemann Solberg syndrome	0.93858	0.7076136667
OMIM:205100	Amyotrophic Lateral Sclerosis 2, Juvenile	0.97631	0.7075778333
OMIM:175780	Porencephaly 1	0.92153	0.707553
OMIM:108500	Episodic Ataxia, Type 2	0.94885	0.7075343333
OMIM:253700	Severe autosomal recessive muscular dystrophy of childhood - North African type	0.94285	0.7074873333
OMIM:254300	Myasthenia, limb-girdle, familial	0.9066	0.7074463333
Orphanet:1702	Non-distal trisomy 13q	0.88361	0.7073893333
OMIM:300700	Albinism-deafness syndrome	0.97542	0.7073881667
OMIM:214700	Diarrhea 1, Secretory Chloride, Congenital	0.94206	0.7073401667
OMIM:613155	Muscular Dystrophy-Dystroglycanopathy (Congenital With Mental Retardation), Type B, 1	0.93377	0.7073353333
OMIM:615381	Mandibular hypoplasia-deafness-progeroid syndrome	0.89094	0.7072403333
OMIM:120100	Familial cold urticaria	0.88885	0.7072153333
OMIM:302800	Charcot-Marie-Tooth Disease, X-Linked Dominant, 1	0.92449	0.7070268333
OMIM:239500	Hyperprolinemia, Type 1	0.96367	0.7069816667
OMIM:609200	myofibrillar myopathy 3	0.95466	0.7069785
OMIM:275300	Mounier-KC<hn syndrome	0.99626	0.7068728333
OMIM:615726	PC-K6a	0.97613	0.7068373333
OMIM:170650	Periodontitis, Aggressive, 1	0.9224	0.70683
OMIM:185700	Symphalangism, Distal	0.97737	0.7068295
OMIM:147891	Ischiocoxopodopatellar Syndrome	0.99794	0.7066775
OMIM:113100	Brachydactyly, Type C	0.99842	0.706666
OMIM:608728	Spondyloepimetaphyseal dysplasia Matrilin-3 related	0.99709	0.7066303333
OMIM:255160	Myopathy, hyaline body, autosomal recessive	0.95464	0.706552
Orphanet:1885	Isolated ectopia lentis	0.94885	0.7065168333
OMIM:610542	Congenital myasthenic syndrome with tubular aggregates 1	0.93759	0.7064563333
OMIM:615560	Otofaciocervical Syndrome 2	0.9253	0.706435
OMIM:614895	Charcot-Marie-Tooth disease, type IVF	0.96394	0.7064318333
OMIM:612716	Sepiapterin reductase deficiency	0.95468	0.7064138333
OMIM:612916	Zechi-Ceide syndrome	0.90112	0.7063623333
OMIM:271270	Spinocerebellar ataxia - dysmorphism	0.89442	0.706313
OMIM:613118	antithrombin III deficiency	0.934	0.7062726667
OMIM:608106	Immunodeficiency with hyper IgM type 5	0.92103	0.7061783333
OMIM:615351	Congenital muscular dystrophy-dystroglycanopathy with mental retardation, type B14	0.90497	0.7061783333
Orphanet:1350	Heart-hand syndrome type 2	0.9194	0.7061386667
OMIM:212710	Cataract-Ataxia-Deafness-Retardation Syndrome	0.95499	0.706126
OMIM:215470	Boucher Neuhauser syndrome	0.92722	0.7060816667
OMIM:258200	Oliver syndrome	0.89177	0.7060788333
OMIM:601553	Hypotrichosis, Congenital, With Juvenile Macular Dystrophy	0.90106	0.7060593333
OMIM:614856	Osteogenesis Imperfecta, Type 13	0.89826	0.7060443333
Orphanet:1173	Cerebellar ataxia - hypogonadism	0.88535	0.7060123333
OMIM:614457	Congenital ichthyosis-intellectual disability-spastic quadriplegia syndrome	0.88136	0.7059043333
OMIM:607161	Multiple Congenital Anomalies Syndrome With Cloverleaf Skull	0.91141	0.7058988333
OMIM:248340	3Mc Syndrome 3	0.94279	0.7058986667
OMIM:615386	Spinocerebellar ataxia, autosomal recessive 14	0.96367	0.7058911667
OMIM:261680	Phosphoenolpyruvate Carboxykinase Deficiency, Cytosolic	0.92804	0.7058395
OMIM:602080	Paget Disease of Bone 2, Early-Onset	0.94276	0.705834
OMIM:119580	Blepharo-cheilo-odontic syndrome	0.93863	0.7057451667
OMIM:228930	Fuhrmann syndrome	0.93126	0.7054888333
OMIM:277470	Pontocerebellar hypoplasia type 2A	0.95456	0.7054376667
OMIM:146200	Hypoparathyroidism, Familial Isolated	0.89298	0.7054373333
OMIM:612813	Spondyloepimetaphyseal Dysplasia, Aggrecan Type	0.97536	0.7053886667
OMIM:168600	Parkinson Disease, Late-Onset	0.96342	0.7053885
OMIM:608278	Growth Failure, Microcephaly, Mental Retardation, Cataracts, Large Joint Contractures, Osteoporosis, Cortical Dysplasia, and Cerebellar Atrophy	0.93796	0.7052436667
OMIM:302905	Abruzzo Erickson syndrome	0.91697	0.705239
OMIM:101120	Sakati-Nyhan syndrome	0.92447	0.7051831667
OMIM:228600	Hyaline fibromatosis syndrome	0.94258	0.7050643333
OMIM:211770	Cataract - hypertrichosis - intellectual disability	0.97091	0.7049793333
OMIM:300055	Mental Retardation, X-Linked, Syndromic 13	0.92747	0.7049326667
OMIM:609425	Chromosome 3Q29 Deletion Syndrome	0.86873	0.7049291667
OMIM:615368	Lethal Congenital Contracture Syndrome 5	0.8809	0.7049056667
OMIM:158600	Spinal Muscular Atrophy, Lower Extremity-Predominant, 1, Autosomal Dominant	0.99628	0.7048778333
OMIM:611523	Pontocerebellar Hypoplasia, Type 6	0.92213	0.7046806667
OMIM:600093	Spondyloepiphyseal Dysplasia Tarda With Characteristic Facies	0.98782	0.7045991667
OMIM:601976	Otofacioosseous-Gonadal Syndrome	0.90018	0.7045931667
OMIM:616263	Neurologic, Endocrine, and Pancreatic Disease, Multisystem, Infantile-Onset	0.89522	0.70459
OMIM:609583	Joubert syndrome 4	0.95491	0.7044781667
OMIM:300220	Mental Retardation, X-Linked, Syndromic 10	0.99599	0.7043308333
Orphanet:53715	Familial tumoral calcinosis	0.87283	0.7042963333
OMIM:611926	Lung fibrosis - immunodeficiency - 46,XX gonadal dysgenesis	0.90059	0.704153
OMIM:215700	Citrullinemia type I	0.95497	0.704102
OMIM:249700	Langer mesomelic dysplasia	0.99711	0.7040366667
OMIM:172700	Pick's disease	0.99589	0.7039906667
OMIM:611945	Autosomal dominant spastic paraplegia type 37	0.9754	0.70393
OMIM:608423	Muscular Dystrophy, Limb-Girdle, Type 1F	0.95466	0.7039243333
OMIM:613662	Mitochondrial Dna Depletion Syndrome 4B (Mngie Type)	0.92149	0.7039086667
OMIM:129200	Absence of fingerprints - congenital milia	0.95441	0.7038738333
OMIM:233910	GTP cyclohydrolase I deficiency	0.94835	0.7038305
OMIM:601163	Diaphragmatic defect - limb deficiency - skull defect	0.88828	0.703794
OMIM:207800	hyperargininemia	0.93467	0.7037438333
OMIM:615438	Infantile Liver Failure Syndrome 1	0.8963	0.7037338333
OMIM:248600	Maple Syrup Urine Disease	0.96352	0.7037176667
OMIM:181440	Scheuermann Disease	0.97569	0.7037125
OMIM:604802	HDL3	0.97567	0.7036906667
OMIM:242670	Ciliary Dyskinesia With Defective Radial Spokes	0.93845	0.703658
OMIM:261000	congenital intrinsic factor deficiency	0.95366	0.7036048333
Orphanet:1123	Caudal appendage - deafness	0.89826	0.7034523333
OMIM:609456	Muscular Dystrophy, Congenital, Merosin-Positive	0.9066	0.7034278333
OMIM:193235	Vitreoretinopathy, Neovascular Inflammatory	0.91481	0.7032665
OMIM:612674	Polyneuropathy, hearing loss, ataxia, retinitis pigmentosa, and cataract	0.91084	0.7032575
OMIM:606772	Mental Retardation, Obesity, Mandibular Prognathism, and Eye and Skin Anomalies	0.92751	0.7032453333
OMIM:251250	Microcephaly - cervical spine fusion anomalies	0.92786	0.7031961667
OMIM:261630	Dihydropteridine reductase deficiency	0.94835	0.7031733333
OMIM:616462	Acrofacial Dysostosis, Cincinnati Type	0.92231	0.7031676667
OMIM:113500	Brachyolmia Type 3	0.96334	0.7031663333
OMIM:614487	Spastic Ataxia 5, Autosomal Recessive	0.94831	0.7031283333
OMIM:300590	Cornelia De Lange Syndrome 2	0.88904	0.7031275
OMIM:600649	Carnitine Palmitoyltransferase 2 Deficiency, Infantile	0.9426	0.7031013333
OMIM:602433	Amyotrophic lateral sclerosis type 4	0.99608	0.7030688333
OMIM:607259	Spastic Paraplegia 7, Autosomal Recessive	0.93048	0.7030485
OMIM:254110	Muscular Dystrophy, Limb-Girdle, Type 2H	0.94814	0.7030096667
OMIM:180800	Roussy-LC)vy syndrome	0.96373	0.7028846667
OMIM:614707	Brown-Vialetto-Van Laere Syndrome 2	0.89844	0.7027445
OMIM:174050	Polycystic Liver Disease	0.92444	0.7026221667
OMIM:229700	fructose-1,6-bisphosphatase deficiency	0.93404	0.7023893333
OMIM:611554	LEOPARD syndrome 2	0.92438	0.702383
Orphanet:189427	Cushing syndrome due to macronodular adrenal hyperplasia	0.882	0.7023175
OMIM:277320	Visceral Myopathy, Familial, With External Ophthalmoplegia	0.92165	0.702248
Orphanet:897	Waardenburg-Shah syndrome	0.90839	0.7022031667
OMIM:605130	Wiedemann-Steiner Syndrome	0.88904	0.7021833333
Orphanet:226307	Hypothyroidism due to deficient transcription factors involved in pituitary development or function	0.91311	0.7021666667
OMIM:613330	Spondylo-Megaepiphyseal-Metaphyseal Dysplasia	0.94935	0.702151
OMIM:186550	Liebenberg Syndrome	0.96317	0.7021226667
OMIM:118220	Charcot-Marie-Tooth disease type 1A	0.94764	0.702116
OMIM:613443	5q14.3 microdeletion syndrome	0.90343	0.7021118333
OMIM:146300	Hypophosphatasia, Adult	0.96202	0.7020525
OMIM:128101	Dystonia 4, Torsion, Autosomal Dominant	0.98613	0.7020226667
OMIM:613559	Combined Oxidative Phosphorylation Deficiency 7	0.91105	0.7019551667
OMIM:612954	myofibrillar myopathy 6	0.92405	0.7019425
OMIM:612940	Cutis Laxa, Autosomal Recessive, Type 2B	0.9171	0.7019291667
OMIM:615330	Multiple mitochondrial dysfunctions syndrome 3	0.88772	0.7018868333
OMIM:613153	Congenital muscular dystrophy-dystroglycanopathy with brain and eye anomalies type A5	0.91601	0.7018746667
OMIM:131900	Epidermolysis Bullosa Simplex, Generalized	0.88696	0.7018655
OMIM:608279	Craniosynostosis With Ocular Abnormalities and Hallucal Defects	0.97698	0.7017186667
OMIM:260950	Periodontitis, Chronic	0.9224	0.7016766667
OMIM:607208	Epileptic Encephalopathy, Early Infantile, 6	0.96319	0.7016495
OMIM:108120	Arthrogryposis, Distal, Type 1A	0.94343	0.701545
OMIM:300425	Autism, Susceptibility To, X-Linked 1	0.96307	0.701507
OMIM:300495	Autism, Susceptibility To, X-Linked 2	0.96307	0.701507
OMIM:608978	Meacham syndrome	0.89799	0.7014445
OMIM:615287	Congenital muscular dystrophy-dystroglycanopathy with brain and eye anomalies, type A13	0.91601	0.7014271667
OMIM:608027	pontocerebellar hypoplasia type 3	0.90793	0.7014065
OMIM:300695	Scapuloperoneal Myopathy, X-Linked Dominant	0.95532	0.7013513333
OMIM:270800	Spastic paraplegia 5A	0.94802	0.7013408333
OMIM:615859	Epileptic Encephalopathy, Early Infantile, 23	0.92699	0.7012651667
OMIM:235760	Hirschsprung disease-nail hypoplasia-dysmorphism	0.87873	0.7012328333
OMIM:222748	Dihydropyrimidinuria	0.96355	0.7012035
OMIM:615849	Culler-Jones Syndrome	0.93415	0.7011271667
OMIM:264350	Pseudohypoaldosteronism, Type I, Autosomal Recessive	0.94206	0.701119
OMIM:156620	Microcephaly-Deafness Syndrome	0.93848	0.7010876667
OMIM:616268	Mental retardation, autosomal dominant 32	0.89764	0.7010423333
OMIM:256100	Nephronophthisis 1	0.95472	0.701038
OMIM:614067	Spastic paraplegia 52, autosomal recessive	0.93806	0.7009241667
OMIM:179250	Radial hypoplasia - triphalangeal thumbs - hypospadias - maxillary diastema	0.9613	0.7009178333
Orphanet:1778	Facial dysmorphism - shawl scrotum - joint laxity	0.89522	0.7007446667
OMIM:186200	Syndactyly, type IV	0.99763	0.700564
OMIM:133750	Extrasystoles, Multiform Ventricular, With Short Stature, Hyperpigmentation and Microcephaly	0.94783	0.7005555
OMIM:606658	Spinocerebellar ataxia 15	0.94887	0.7004726667
OMIM:613385	Autoimmune disease, syndromic multisystem	0.90343	0.7004281667
OMIM:118651	Chondrodysplasia punctata, tibial-metacarpal type	0.97694	0.7003638333
OMIM:308850	Laryngeal Abductor Paralysis	0.94879	0.7002605
OMIM:607225	Spastic Paralysis, Infantile-Onset Ascending	0.93829	0.7002371667
OMIM:267400	Renal-genital-middle ear anomalies	0.88656	0.7001275
OMIM:614255	Mental Retardation, Autosomal Dominant 9	0.93398	0.7001166667
OMIM:272430	Cold-Induced Sweating Syndrome 1	0.89048	0.6999348333
OMIM:300672	Epileptic Encephalopathy, Early Infantile, 2	0.93361	0.6998811667
OMIM:189500	Hypoplastic enamel-onycholysis-hypohidrosis syndrome	0.95553	0.6997958333
OMIM:250400	Metaphyseal Dysplasia, Spahr Type	0.97577	0.6995713333
OMIM:112450	Brachydactyly, Preaxial, With Hallux Varus and Thumb Abduction	0.94436	0.6994941667
OMIM:604369	Salla Disease	0.90654	0.6994461667
OMIM:145900	Dejerine-Sottas disease	0.9335	0.6993835
Orphanet:169090	Combined immunodeficiency due to CRAC channel dysfunction	0.86467	0.699291
OMIM:614185	Geleophysic Dysplasia 2	0.92449	0.6992805
OMIM:300257	Danon disease	0.92688	0.6992231667
OMIM:265880	Pyknoachondrogenesis	0.89572	0.6991851667
OMIM:607731	CMT2H	0.9754	0.6991246667
OMIM:154276	Malignant Hyperthermia, Susceptibility To, 3	0.97509	0.699107
OMIM:163000	Familial multiple nevi flammei	0.89774	0.6991061667
OMIM:614162	Immunodeficiency 31C	0.88294	0.699104
OMIM:277990	Wolff Mental Retardation Syndrome	0.88078	0.6990916667
OMIM:242100	Ichthyosis, Congenital, Autosomal Recessive 2	0.92753	0.699037
OMIM:614583	Baraitser-Winter Syndrome 2	0.89826	0.6990246667
OMIM:602588	Branchiootic Syndrome 1	0.96411	0.6990003333
OMIM:242300	Ichthyosis, Congenital, Autosomal Recessive 1	0.92638	0.6989925
OMIM:254130	Miyoshi muscular dystrophy 1	0.97546	0.6989148333
OMIM:243440	Isotretinoin Embryopathy-Like Syndrome	0.9194	0.6987106667
OMIM:612438	Leukodystrophy, hypomyelinating, 6	0.91574	0.698672
OMIM:601165	Cleft Lip/Palate With Characteristic Facies, Intestinal Malrotation, and Lethal Congenital Heart Disease	0.92346	0.6986471667
OMIM:616364	Mental Retardation, Autosomal Dominant 37	0.90881	0.698626
OMIM:142900	Holt-Oram Syndrome	0.93481	0.69859
OMIM:607569	Myopathy, Distal, With Early Respiratory Failure, Autosomal Dominant	0.93858	0.6985816667
OMIM:234800	Hemangiomatosis, Cutaneous, With Associated Features	0.89671	0.6985566667
OMIM:610978	Brain-lung-thyroid syndrome	0.93365	0.6985373333
OMIM:601847	Cholestasis, Progressive Familial Intrahepatic, 2	0.92786	0.6985313333
OMIM:235000	IH	0.9193	0.6985136667
OMIM:613509	Chromosome 4Q21 Deletion Syndrome	0.89316	0.698505
OMIM:615706	Auriculocondylar Syndrome 3	0.96703	0.6984688333
Orphanet:1129	Arachnodactyly - abnormal ossification - intellectual disability	0.89807	0.6984675
OMIM:221320	Deafness, Conductive, With Ptosis and Skeletal Anomalies	0.89953	0.6984296667
OMIM:601344	Spinal Dysplasia, Anhalt Type	0.99352	0.6982605
OMIM:219900	Juvenile nephropathic cystinosis	0.88075	0.6981981667
OMIM:261560	Pfeiffer-Palm-Teller syndrome	0.89234	0.698158
OMIM:112500	Brachydactyly, Type A1	0.99772	0.6980866667
OMIM:615668	chromosome 5q12 deletion syndrome	0.90343	0.6980573333
Orphanet:3353	Trichodermodysplasia - dental alterations	0.9063	0.6980556667
OMIM:113480	Brachytelephalangy With Characteristic Facies and Kallmann Syndrome	0.88959	0.698049
OMIM:614922	Combined Oxidative Phosphorylation Deficiency 11	0.91105	0.6980215
OMIM:190360	Trichodysplasia - xeroderma	0.94802	0.6979855
OMIM:609057	Nephropathy with pretibial epidermolysis bullosa and deafness	0.90746	0.697952
OMIM:128230	Dopa-responsive dystonia	0.95468	0.697903
OMIM:602196	Pierre Robin Sequence With Pectus Excavatum and Rib and Scapular Anomalies	0.94528	0.6978993333
OMIM:611209	Congenital disorder of glycosylation type 2G	0.93043	0.697876
OMIM:605407	Segawa Syndrome, Autosomal Recessive	0.96299	0.6978605
Orphanet:669	Otopalatodigital syndrome	0.88686	0.6977926667
OMIM:613204	Muscular Dystrophy, Congenital, Due to Integrin Alpha-7 Deficiency	0.97507	0.697733
OMIM:602562	Mandibulofacial dysostosis - macroblepharon - macrostomia	0.91139	0.6977198333
OMIM:112600	Brachydactyly, Type A2	0.99857	0.6976461667
OMIM:614947	Combined Oxidative Phosphorylation Deficiency 15	0.91105	0.6976221667
OMIM:223360	Dopamine beta hydroxylase deficiency	0.93772	0.6975963333
OMIM:311070	Charcot-Marie-Tooth Disease, X-Linked Recessive, 5	0.91791	0.6975593333
OMIM:614749	Hyperphosphatasia with mental retardation syndrome 2	0.89826	0.697468
OMIM:615031	Spastic Paraplegia 49, Autosomal Recessive	0.92142	0.6973116667
OMIM:603552	Hemophagocytic lymphohistiocytosis, familial, 4	0.91886	0.6971503333
OMIM:274240	Thyrocerebrorenal syndrome	0.89938	0.6969356667
OMIM:259450	Bruck Syndrome 1	0.91834	0.6969116667
OMIM:214400	Charcot-Marie-Tooth Disease, Type 4A	0.96394	0.6968491667
OMIM:262020	Pilodental dysplasia - refractive errors	0.92517	0.6967955
OMIM:151600	Leukonychia totalis	0.88312	0.6967433333
OMIM:225280	EEM syndrome	0.89125	0.6967026667
OMIM:610797	Epiphyseal Dysplasia, Baumann Type	0.99788	0.6966896667
OMIM:300801	chromosome Xp11.23-p11.22 duplication syndrome	0.94783	0.6966776667
OMIM:615084	Mitochondrial Dna Depletion Syndrome 11	0.89902	0.6966128333
OMIM:604213	Chudley-McCullough syndrome	0.94845	0.696591
OMIM:112910	Osebold-Remondini Syndrome	0.99743	0.696457
OMIM:608049	AUTS3	0.93786	0.6964378333
OMIM:613156	Muscular Dystrophy-Dystroglycanopathy (Congenital With Mental Retardation), Type B, 2	0.88936	0.6964056667
OMIM:601794	Colobomatous microphthalmia-obesity-hypogenitalism-intellectual disability syndrome	0.88195	0.6963741667
OMIM:615278	Cardiofaciocutaneous syndrome 2	0.90828	0.6963736667
OMIM:612132	Ectodermal dysplasia, anhidrotic, with T-cell immunodeficiency, autosomal dominant	0.93052	0.6963365
OMIM:246450	3-hydroxy-3-methylglutaric aciduria	0.95537	0.696322
OMIM:612713	Kahrizi Syndrome	0.89156	0.6963156667
OMIM:605724	Fanconi anemia, complementation group D1	0.90856	0.6963118333
Orphanet:220402	Limited cutaneous systemic sclerosis	0.90024	0.6962778333
OMIM:613812	Bile Acid Synthesis Defect, Congenital, 3	0.93064	0.6962073333
OMIM:613454	Rett Syndrome, Congenital Variant	0.94281	0.6961895
OMIM:606851	Cree Mental Retardation Syndrome	0.92217	0.6961871667
OMIM:616606	Ring Chromosome 14 Syndrome	0.90023	0.6961833333
OMIM:300864	X-linked intellectual disability, Kroes type	0.91291	0.6961588333
