model.iri	model.label	modGene.iri	modGene.label	disease.iri	disease.label
http://www.informatics.jax.org/accession/MGI:4944273	Pten<tm1Hwu>/Pten<tm1Hwu>; Errfi1<tm1Jwj>/Errfi1<tm1Jwj>; Pgr<tm2(cre)Lyd>/Pgr<+> [involves: 129S1/Sv * 129S4/SvJae * 129X1/SvJ]	http://www.informatics.jax.org/accession/MGI:1921405	Errfi1	http://purl.obolibrary.org/obo/OMIM_608089	[Endometrial Cancer,Endometrial carcinoma]
http://www.informatics.jax.org/accession/MGI:4944273	Pten<tm1Hwu>/Pten<tm1Hwu>; Errfi1<tm1Jwj>/Errfi1<tm1Jwj>; Pgr<tm2(cre)Lyd>/Pgr<+> [involves: 129S1/Sv * 129S4/SvJae * 129X1/SvJ]	http://www.informatics.jax.org/accession/MGI:109583	Pten	http://purl.obolibrary.org/obo/OMIM_608089	[Endometrial Cancer,Endometrial carcinoma]
http://www.informatics.jax.org/accession/MGI:5604728	Trp53<tm1Brn>/Trp53<tm1Brn>; Tg(Cdh16-cre)91Igr/0 [involves: 129P2/OlaHsd * C57BL/6J * FVB/N * ICR]	http://www.informatics.jax.org/accession/MGI:98834	Trp53	http://purl.obolibrary.org/obo/OMIM_608089	[Endometrial Cancer,Endometrial carcinoma]
http://www.informatics.jax.org/accession/MGI:3850221	Errfi1<tm1Jwj>/Errfi1<tm1Jwj>; Pgr<tm2(cre)Lyd>/Pgr<+> [involves: 129S1/Sv * 129X1/SvJ]	http://www.informatics.jax.org/accession/MGI:1921405	Errfi1	http://purl.obolibrary.org/obo/OMIM_608089	[Endometrial Cancer,Endometrial carcinoma]
http://www.informatics.jax.org/accession/MGI:3850221	Errfi1<tm1Jwj>/Errfi1<tm1Jwj>; Pgr<tm2(cre)Lyd>/Pgr<+> [involves: 129S1/Sv * 129X1/SvJ]	http://www.informatics.jax.org/accession/MGI:97567	Pgr	http://purl.obolibrary.org/obo/OMIM_608089	[Endometrial Cancer,Endometrial carcinoma]
http://www.informatics.jax.org/accession/MGI:3813634	Pten<tm1Hwu>/Pten<tm1Hwu>; Trp53<tm1Brn>/Trp53<tm1Brn>; Pgr<tm2(cre)Lyd>/Pgr<+> [involves: 129 * C57BL/6]	http://www.informatics.jax.org/accession/MGI:97567	Pgr	http://purl.obolibrary.org/obo/OMIM_608089	[Endometrial Cancer,Endometrial carcinoma]
http://www.informatics.jax.org/accession/MGI:3813634	Pten<tm1Hwu>/Pten<tm1Hwu>; Trp53<tm1Brn>/Trp53<tm1Brn>; Pgr<tm2(cre)Lyd>/Pgr<+> [involves: 129 * C57BL/6]	http://www.informatics.jax.org/accession/MGI:109583	Pten	http://purl.obolibrary.org/obo/OMIM_608089	[Endometrial Cancer,Endometrial carcinoma]
http://www.informatics.jax.org/accession/MGI:3813634	Pten<tm1Hwu>/Pten<tm1Hwu>; Trp53<tm1Brn>/Trp53<tm1Brn>; Pgr<tm2(cre)Lyd>/Pgr<+> [involves: 129 * C57BL/6]	http://www.informatics.jax.org/accession/MGI:98834	Trp53	http://purl.obolibrary.org/obo/OMIM_608089	[Endometrial Cancer,Endometrial carcinoma]
http://www.informatics.jax.org/accession/MGI:3813633	Pten<tm1Hwu>/Pten<tm1Hwu>; Pgr<tm2(cre)Lyd>/Pgr<+> [involves: 129S1/Sv * 129S4/SvJae * 129X1/SvJ * C57BL/6]	http://www.informatics.jax.org/accession/MGI:97567	Pgr	http://purl.obolibrary.org/obo/OMIM_608089	[Endometrial Cancer,Endometrial carcinoma]
http://www.informatics.jax.org/accession/MGI:3813633	Pten<tm1Hwu>/Pten<tm1Hwu>; Pgr<tm2(cre)Lyd>/Pgr<+> [involves: 129S1/Sv * 129S4/SvJae * 129X1/SvJ * C57BL/6]	http://www.informatics.jax.org/accession/MGI:109583	Pten	http://purl.obolibrary.org/obo/OMIM_608089	[Endometrial Cancer,Endometrial carcinoma]
http://www.informatics.jax.org/accession/MGI:4438263	Stk11<tm1.1Rdp>/Stk11<tm1.1Rdp>; Tg(Sprr2f-cre)1Dcas/0 [involves: 129S6/SvEvTac * FVB/N]	http://www.informatics.jax.org/accession/MGI:1341870	Stk11	http://purl.obolibrary.org/obo/OMIM_608089	[Endometrial Cancer,Endometrial carcinoma]
http://www.informatics.jax.org/accession/MGI:2175120	Msx1<tm1Rilm>/Msx1<tm1Rilm> [either: (involves: 129S4/SvJae-Msx1<tm1Rilm>) or (involves: 129S4/SvJae * BALB/c) or (involves: 129X1/SvJae * C57BL/6J)]	http://www.informatics.jax.org/accession/MGI:97168	Msx1	http://purl.obolibrary.org/obo/OMIM_608874	[Orofacial Cleft 5,Orofacial cleft 5]
http://www.informatics.jax.org/accession/MGI:5538531	Smarcb1<tm1Sho>/Smarcb1<+> [involves: 129S6/SvEvTac * C57BL/6J * DBA/2J]	http://www.informatics.jax.org/accession/MGI:1328366	Smarcb1	http://purl.obolibrary.org/obo/OMIM_609322	[Rhabdoid Tumor Predisposition Syndrome 1,Rhabdoid tumor predisposition syndrome 1]
http://www.informatics.jax.org/accession/MGI:5538529	Tg(LPV-TAg121)2Tvd/0; Smarcb1<tm1Sho>/Smarcb1<+> [involves: 129S6/SvEvTac * C57BL/6J * DBA/2J]	http://www.informatics.jax.org/accession/MGI:1328366	Smarcb1	http://purl.obolibrary.org/obo/OMIM_609322	[Rhabdoid Tumor Predisposition Syndrome 1,Rhabdoid tumor predisposition syndrome 1]
http://www.informatics.jax.org/accession/MGI:3603677	Smarcb1<tm1Gvk>/Smarcb1<tm1Gvk> [involves: 129/Sv * C57BL/6J * SJL/J]	http://www.informatics.jax.org/accession/MGI:1328366	Smarcb1	http://purl.obolibrary.org/obo/OMIM_609322	[Rhabdoid Tumor Predisposition Syndrome 1,Rhabdoid tumor predisposition syndrome 1]
http://www.informatics.jax.org/accession/MGI:5504450	Sox3<tm1Ptho>/0 [chimera involves: 129S1/Sv * 129X1/SvJ * C57BL/6 * DBA/2]	http://www.informatics.jax.org/accession/MGI:98365	Sox3	http://purl.obolibrary.org/obo/OMIM_300123	[Mental Retardation, X-Linked, With Panhypopituitarism,X-linked intellectual disability with isolated growth hormone deficiency]
http://www.informatics.jax.org/accession/MGI:3575012	Umod<tm1Kuma>/Umod<tm1Kuma> [Not Specified]	http://www.informatics.jax.org/accession/MGI:102674	Umod	http://purl.obolibrary.org/obo/OMIM_162000	[Hyperuricemic Nephropathy, Familial Juvenile, 1,Familial juvenile gout,Familial juvenile hyperuricemic nephropathy type 1]
http://www.informatics.jax.org/accession/MGI:5649287	Kras<tm4.1Bbd>/Kras<tm4.1Bbd> [involves: 129S1/Sv * 129S2/SvPas * 129X1/SvJ * C57BL/6J * FVB/N]	http://www.informatics.jax.org/accession/MGI:96680	Kras	http://purl.obolibrary.org/obo/OMIM_609942	[Noonan Syndrome 3,Noonan syndrome 3]
http://www.informatics.jax.org/accession/MGI:5509382	Gdf5<Bp-5J>/Gdf5<+> [C57BL/6J-Gdf5<Bp-5J>/GrsrJ]	http://www.informatics.jax.org/accession/MGI:95688	Gdf5	http://purl.obolibrary.org/obo/OMIM_112600	[Brachydactyly, Type A2,Brachydactyly type A2]
http://www.informatics.jax.org/accession/MGI:4949279	Grid2<tm1(cre)Mwa>/Grid2<tm1(cre)Mwa> [involves: C57BL/6N]	http://www.informatics.jax.org/accession/MGI:95813	Grid2	http://purl.obolibrary.org/obo/OMIM_616204	[Spinocerebellar Ataxia, Autosomal Recessive 18,Spinocerebellar ataxia, autosomal recessive 18,autosomal recessive spinocerebellar ataxia 18]
http://www.informatics.jax.org/accession/MGI:5635067	Grid2<ho-15J>/Grid2<ho-15J> [involves: C3HeB/Fe]	http://www.informatics.jax.org/accession/MGI:95813	Grid2	http://purl.obolibrary.org/obo/OMIM_616204	[Spinocerebellar Ataxia, Autosomal Recessive 18,Spinocerebellar ataxia, autosomal recessive 18,autosomal recessive spinocerebellar ataxia 18]
http://www.informatics.jax.org/accession/MGI:3849867	Glis3<tm1Hiha>/Glis3<tm1Hiha> [involves: C57BL/6 * CBA]	http://www.informatics.jax.org/accession/MGI:2444289	Glis3	http://purl.obolibrary.org/obo/OMIM_610199	[Diabetes Mellitus, Neonatal, With Congenital Hypothyroidism,Diabetes mellitus, neonatal, with congenital hypothyroidism,Neonatal diabetes - congenital hypothyroidism - congenital glaucoma - hepatic fibrosis - polycystic kidneys]
http://www.informatics.jax.org/accession/MGI:3848057	Glis3<tm1Amj>/Glis3<tm1Amj> [involves: 129/Sv * C57BL/6]	http://www.informatics.jax.org/accession/MGI:2444289	Glis3	http://purl.obolibrary.org/obo/OMIM_610199	[Diabetes Mellitus, Neonatal, With Congenital Hypothyroidism,Diabetes mellitus, neonatal, with congenital hypothyroidism,Neonatal diabetes - congenital hypothyroidism - congenital glaucoma - hepatic fibrosis - polycystic kidneys]
http://www.informatics.jax.org/accession/MGI:5009321	Men1<tm1Zqw>/Men1<+> [involves: 129/Sv * 129P2/OlaHsd]	http://www.informatics.jax.org/accession/MGI:1316736	Men1	http://purl.obolibrary.org/obo/OMIM_600634	[Pituitary Adenoma, Prolactin-Secreting,Prolactinoma, familial,prolactinoma]
http://www.informatics.jax.org/accession/MGI:5696742	Tg(Prl-EGFR)#Sme/0 [Not Specified]	http://www.ncbi.nlm.nih.gov/gene/1956	EGFR	http://purl.obolibrary.org/obo/OMIM_600634	[Pituitary Adenoma, Prolactin-Secreting,Prolactinoma, familial,prolactinoma]
http://www.informatics.jax.org/accession/MGI:5700536	Tg(PGK1-FTL*)#Sle/0 [B6J.FVB-Tg(PGK1-FTL*)#Sle]	http://www.ncbi.nlm.nih.gov/gene/2512	FTL	http://purl.obolibrary.org/obo/OMIM_606159	[Neurodegeneration With Brain Iron Accumulation 3,Neuroferritinopathy]
http://www.informatics.jax.org/accession/MGI:3848974	Tg(Prnp-FTL*)4Ruvi/Tg(Prnp-FTL*)4Ruvi [B6.C3Fe-Tg(Prnp-FTL*)4Ruvi]	http://www.ncbi.nlm.nih.gov/gene/2512	FTL	http://purl.obolibrary.org/obo/OMIM_606159	[Neurodegeneration With Brain Iron Accumulation 3,Neuroferritinopathy]
http://www.informatics.jax.org/accession/MGI:5432033	Cfh<tm1Mbo>/Cfh<tm1Mbo>; Tg(CAG-Cfh*)#Mcp/0 [involves: 129/Sv * C57BL/6 * CBA]	http://www.informatics.jax.org/accession/MGI:88385	Cfh	http://purl.obolibrary.org/obo/OMIM_235400	[Hemolytic Uremic Syndrome, Atypical, Susceptibility To, 1,Atypical hemolytic-uremic syndrome 1]
http://zfin.org/ZDB-FISH-150901-7274	AB/TU; tcf4<MO1-tcf4, MO2-tcf4>	http://www.ncbi.nlm.nih.gov/gene/100526651	tcf4	http://purl.obolibrary.org/obo/OMIM_610954	[Pitt-Hopkins Syndrome,Pitt-Hopkins syndrome]
http://www.informatics.jax.org/accession/MGI:5469422	Otoa<tm1Gpr>/Otoa<tm1Gpr> [involves: 129S/SvEv]	http://www.informatics.jax.org/accession/MGI:2149209	Otoa	http://purl.obolibrary.org/obo/OMIM_607039	[Deafness, Autosomal Recessive 22,Deafness, autosomal recessive 22]
http://www.informatics.jax.org/accession/MGI:4412021	Apc<tm1Rak>/Apc<+>; Mlh1<tm1Rak>/Mlh1<tm1Rak> [involves: 129P2/OlaHsd * C57BL/6]	http://www.informatics.jax.org/accession/MGI:101938	Mlh1	http://purl.obolibrary.org/obo/OMIM_609310	[Colorectal Cancer, Hereditary Nonpolyposis, Type 2,Lynch syndrome II]
http://www.informatics.jax.org/accession/MGI:4412021	Apc<tm1Rak>/Apc<+>; Mlh1<tm1Rak>/Mlh1<tm1Rak> [involves: 129P2/OlaHsd * C57BL/6]	http://www.informatics.jax.org/accession/MGI:88039	Apc	http://purl.obolibrary.org/obo/OMIM_609310	[Colorectal Cancer, Hereditary Nonpolyposis, Type 2,Lynch syndrome II]
http://www.informatics.jax.org/accession/MGI:2663863	Mlh1<tm1Rak>/Mlh1<tm1Rak> [involves: 129P2/OlaHsd * C57BL/6]	http://www.informatics.jax.org/accession/MGI:101938	Mlh1	http://purl.obolibrary.org/obo/OMIM_609310	[Colorectal Cancer, Hereditary Nonpolyposis, Type 2,Lynch syndrome II]
http://www.informatics.jax.org/accession/MGI:3618238	Sgce<tm1Ygl>/Sgce<tm1Ygl> [involves: 129S2/SvPas * 129S4/SvJaeSor * BALB/c * C57BL/6]	http://www.informatics.jax.org/accession/MGI:1329042	Sgce	http://purl.obolibrary.org/obo/OMIM_159900	[Dystonia 11, Myoclonic,Myoclonic dystonia]
http://www.informatics.jax.org/accession/MGI:5308942	Sgce<tm1Ygl>/Sgce<+> [involves: 129S2/SvPas]	http://www.informatics.jax.org/accession/MGI:1329042	Sgce	http://purl.obolibrary.org/obo/OMIM_159900	[Dystonia 11, Myoclonic,Myoclonic dystonia]
http://www.informatics.jax.org/accession/MGI:3693895	Gucy2e<tm1Gar>/Gucy2e<tm1Gar> [involves: 129S6/SvEvTac * C57BL/6]	http://www.informatics.jax.org/accession/MGI:105123	Gucy2e	http://purl.obolibrary.org/obo/OMIM_601777	[Cone-Rod Dystrophy 6,Cone-rod dystrophy 6]
http://www.informatics.jax.org/accession/MGI:5708062	L2hgdh<Gt(DC0625)Wtsi>/L2hgdh<Gt(DC0625)Wtsi> [involves: 129P2/OlaHsd * C57BL/6]	http://www.informatics.jax.org/accession/MGI:2384968	L2hgdh	http://purl.obolibrary.org/obo/OMIM_236792	[L-2-Hydroxyglutaric Aciduria,L-2-hydroxyglutaric aciduria]
http://www.informatics.jax.org/accession/MGI:2668630	Pex5<tm1Baes>/Pex5<tm1Baes> [involves: 129S1/Sv * 129X1/SvJ]	http://www.informatics.jax.org/accession/MGI:1098808	Pex5	http://purl.obolibrary.org/obo/OMIM_214110	[Peroxisome Biogenesis Disorder 2A (Zellweger),Peroxisome biogenesis disorder 2A]
http://www.informatics.jax.org/accession/MGI:5496257	Lrsam1<Gt(RRK461)Byg>/Lrsam1<Gt(RRK461)Byg> [involves: 129P2/OlaHsd]	http://www.informatics.jax.org/accession/MGI:2684789	Lrsam1	http://purl.obolibrary.org/obo/OMIM_614436	[Charcot-Marie-Tooth Disease, Axonal, Type 2P,Charcot-Marie-Tooth disease type 2P]
http://www.informatics.jax.org/accession/MGI:4818886	Tg(Myh6-PRKAG2*T400N)1Feah/0 [involves: FVB/N]	http://www.ncbi.nlm.nih.gov/gene/51422	PRKAG2	http://purl.obolibrary.org/obo/OMIM_261740	[Glycogen Storage Disease of Heart, Lethal Congenital,Glycogen storage disease of heart, lethal congenital,Fatal congenital hypertrophic cardiomyopathy due to glycogen storage disease]
http://www.informatics.jax.org/accession/MGI:3841180	Tg(Myh6/tetO-PRKAG2*N488I)1Chib/0; Tg(Myh6-tTA)55Rbns/0 [Not Specified]	http://www.ncbi.nlm.nih.gov/gene/51422	PRKAG2	http://purl.obolibrary.org/obo/OMIM_261740	[Glycogen Storage Disease of Heart, Lethal Congenital,Glycogen storage disease of heart, lethal congenital,Fatal congenital hypertrophic cardiomyopathy due to glycogen storage disease]
http://www.informatics.jax.org/accession/MGI:5582926	Crb1<tm1Wij>/Crb1<+>; Crb2<tm1.1Wij>/Crb2<tm1.1Wij>; Tg(Chx10-EGFP/cre,-ALPP)2Clc/0 [involves: 129P2/OlaHsd * C57BL/6 * C57BL/6JOlaHsd * SJL]	http://www.informatics.jax.org/accession/MGI:2679260	Crb2	http://purl.obolibrary.org/obo/OMIM_613835	[Leber Congenital Amaurosis 8,Leber congenital amaurosis 8]
http://www.informatics.jax.org/accession/MGI:5582926	Crb1<tm1Wij>/Crb1<+>; Crb2<tm1.1Wij>/Crb2<tm1.1Wij>; Tg(Chx10-EGFP/cre,-ALPP)2Clc/0 [involves: 129P2/OlaHsd * C57BL/6 * C57BL/6JOlaHsd * SJL]	http://www.informatics.jax.org/accession/MGI:2136343	Crb1	http://purl.obolibrary.org/obo/OMIM_613835	[Leber Congenital Amaurosis 8,Leber congenital amaurosis 8]
http://www.informatics.jax.org/accession/MGI:3581037	Crb1<rd8>/Crb1<rd8> [STOCK Crb1<rd8>/J]	http://www.informatics.jax.org/accession/MGI:2136343	Crb1	http://purl.obolibrary.org/obo/OMIM_613835	[Leber Congenital Amaurosis 8,Leber congenital amaurosis 8]
http://www.informatics.jax.org/accession/MGI:5582824	Crb1<tm1Wij>/Crb1<tm1Wij>; Crb2<tm1.1Wij>/Crb2<tm1.1Wij>; Tg(Chx10-EGFP/cre,-ALPP)2Clc/0 [involves: 129P2/OlaHsd * C57BL/6 * C57BL/6JOlaHsd * SJL]	http://www.informatics.jax.org/accession/MGI:2136343	Crb1	http://purl.obolibrary.org/obo/OMIM_613835	[Leber Congenital Amaurosis 8,Leber congenital amaurosis 8]
http://www.informatics.jax.org/accession/MGI:5582824	Crb1<tm1Wij>/Crb1<tm1Wij>; Crb2<tm1.1Wij>/Crb2<tm1.1Wij>; Tg(Chx10-EGFP/cre,-ALPP)2Clc/0 [involves: 129P2/OlaHsd * C57BL/6 * C57BL/6JOlaHsd * SJL]	http://www.informatics.jax.org/accession/MGI:2679260	Crb2	http://purl.obolibrary.org/obo/OMIM_613835	[Leber Congenital Amaurosis 8,Leber congenital amaurosis 8]
http://www.informatics.jax.org/accession/MGI:5755292	BC027072<tm1Kpal>/BC027072<tm1Kpal> [involves: C57BL/6J * C57BL/6NTac]	http://www.informatics.jax.org/accession/MGI:2385061	BC027072	http://purl.obolibrary.org/obo/OMIM_613428	[Retinitis Pigmentosa 54,Retinitis pigmentosa 54]
http://www.informatics.jax.org/accession/MGI:2677136	Itga2b<tm1Tlr>/Itga2b<tm1Tlr> [either: (involves: 129S1/Sv * 129X1/SvJ * BALB/c) or (involves: 129S1/Sv * 129X1/SvJ * C57BL/6)]	http://www.informatics.jax.org/accession/MGI:96601	Itga2b	http://purl.obolibrary.org/obo/OMIM_187800	[Bleeding Disorder, Platelet-Type, 16,Platelet-type bleeding disorder 16]
http://www.informatics.jax.org/accession/MGI:2177829	Itgb3<tm1Hyn>/Itgb3<tm1Hyn> [involves: 129S2/SvPas * C57BL/6]	http://www.informatics.jax.org/accession/MGI:96612	Itgb3	http://purl.obolibrary.org/obo/OMIM_187800	[Bleeding Disorder, Platelet-Type, 16,Platelet-type bleeding disorder 16]
http://www.informatics.jax.org/accession/MGI:3805735	Tomt<m1Btlr>/Tomt<m1Btlr> [C57BL/6J-Tomt<m1Btlr>]	http://www.informatics.jax.org/accession/MGI:3769724	Tomt	http://purl.obolibrary.org/obo/OMIM_611451	[Deafness, Autosomal Recessive 63,Deafness, autosomal recessive 63]
http://www.informatics.jax.org/accession/MGI:5304759	Col1a1<tm2(tetO-RNAi:Rps19)Karl>/Col1a1<+>; Gt(ROSA)26Sor<tm1(rtTA*M2)Jae>/Gt(ROSA)26Sor<tm1(rtTA*M2)Jae> [involves: 129S4/SvJae * C57BL/6]	http://www.informatics.jax.org/accession/MGI:88467	Col1a1	http://purl.obolibrary.org/obo/OMIM_105650	[Diamond-Blackfan Anemia 1,Diamond-Blackfan anemia 1]
http://www.informatics.jax.org/accession/MGI:5304759	Col1a1<tm2(tetO-RNAi:Rps19)Karl>/Col1a1<+>; Gt(ROSA)26Sor<tm1(rtTA*M2)Jae>/Gt(ROSA)26Sor<tm1(rtTA*M2)Jae> [involves: 129S4/SvJae * C57BL/6]	http://www.informatics.jax.org/accession/MGI:104735	Gt(ROSA)26Sor	http://purl.obolibrary.org/obo/OMIM_105650	[Diamond-Blackfan Anemia 1,Diamond-Blackfan anemia 1]
http://www.informatics.jax.org/accession/MGI:5304758	Col1a1<tm2(tetO-RNAi:Rps19)Karl>/Col1a1<tm2(tetO-RNAi:Rps19)Karl>; Gt(ROSA)26Sor<tm1(rtTA*M2)Jae>/Gt(ROSA)26Sor<tm1(rtTA*M2)Jae> [involves: 129S4/SvJae * C57BL/6]	http://www.informatics.jax.org/accession/MGI:88467	Col1a1	http://purl.obolibrary.org/obo/OMIM_105650	[Diamond-Blackfan Anemia 1,Diamond-Blackfan anemia 1]
http://www.informatics.jax.org/accession/MGI:5304758	Col1a1<tm2(tetO-RNAi:Rps19)Karl>/Col1a1<tm2(tetO-RNAi:Rps19)Karl>; Gt(ROSA)26Sor<tm1(rtTA*M2)Jae>/Gt(ROSA)26Sor<tm1(rtTA*M2)Jae> [involves: 129S4/SvJae * C57BL/6]	http://www.informatics.jax.org/accession/MGI:104735	Gt(ROSA)26Sor	http://purl.obolibrary.org/obo/OMIM_105650	[Diamond-Blackfan Anemia 1,Diamond-Blackfan anemia 1]
http://www.informatics.jax.org/accession/MGI:5304757	Col1a1<tm1(tetO-RNAi:Rps19)Karl>/Col1a1<+>; Gt(ROSA)26Sor<tm1(rtTA*M2)Jae>/Gt(ROSA)26Sor<tm1(rtTA*M2)Jae> [involves: 129S4/SvJae * C57BL/6]	http://www.informatics.jax.org/accession/MGI:104735	Gt(ROSA)26Sor	http://purl.obolibrary.org/obo/OMIM_105650	[Diamond-Blackfan Anemia 1,Diamond-Blackfan anemia 1]
http://www.informatics.jax.org/accession/MGI:5304757	Col1a1<tm1(tetO-RNAi:Rps19)Karl>/Col1a1<+>; Gt(ROSA)26Sor<tm1(rtTA*M2)Jae>/Gt(ROSA)26Sor<tm1(rtTA*M2)Jae> [involves: 129S4/SvJae * C57BL/6]	http://www.informatics.jax.org/accession/MGI:88467	Col1a1	http://purl.obolibrary.org/obo/OMIM_105650	[Diamond-Blackfan Anemia 1,Diamond-Blackfan anemia 1]
http://www.informatics.jax.org/accession/MGI:5304756	Col1a1<tm1(tetO-RNAi:Rps19)Karl>/Col1a1<tm1(tetO-RNAi:Rps19)Karl>; Gt(ROSA)26Sor<tm1(rtTA*M2)Jae>/Gt(ROSA)26Sor<tm1(rtTA*M2)Jae> [involves: 129S4/SvJae * C57BL/6]	http://www.informatics.jax.org/accession/MGI:104735	Gt(ROSA)26Sor	http://purl.obolibrary.org/obo/OMIM_105650	[Diamond-Blackfan Anemia 1,Diamond-Blackfan anemia 1]
http://www.informatics.jax.org/accession/MGI:5304756	Col1a1<tm1(tetO-RNAi:Rps19)Karl>/Col1a1<tm1(tetO-RNAi:Rps19)Karl>; Gt(ROSA)26Sor<tm1(rtTA*M2)Jae>/Gt(ROSA)26Sor<tm1(rtTA*M2)Jae> [involves: 129S4/SvJae * C57BL/6]	http://www.informatics.jax.org/accession/MGI:88467	Col1a1	http://purl.obolibrary.org/obo/OMIM_105650	[Diamond-Blackfan Anemia 1,Diamond-Blackfan anemia 1]
http://www.informatics.jax.org/accession/MGI:4839332	Tg(CAG-RPS19*R62W)#Dmb/0; Tg(Prnp-GFP/cre)1Blw/0 [involves: 129S6/SvEvTac * FVB/N]	http://www.ncbi.nlm.nih.gov/gene/6223	RPS19	http://purl.obolibrary.org/obo/OMIM_105650	[Diamond-Blackfan Anemia 1,Diamond-Blackfan anemia 1]
http://zfin.org/ZDB-FISH-150901-28270	WT; pkd1a<MO1-pkd1a>	http://www.ncbi.nlm.nih.gov/gene/100149562	pkd1a	http://purl.obolibrary.org/obo/OMIM_174050	[Polycystic Liver Disease,Congenital cystic disease of liver,polycystic liver disease]
http://zfin.org/ZDB-FISH-150901-1923	WT; prkcsh<MO1-prkcsh>	http://www.ncbi.nlm.nih.gov/gene/394028	prkcsh	http://purl.obolibrary.org/obo/OMIM_174050	[Polycystic Liver Disease,Congenital cystic disease of liver,polycystic liver disease]
http://zfin.org/ZDB-FISH-150901-2897	WT; sec63<MO1-sec63>	http://www.ncbi.nlm.nih.gov/gene/436861	sec63	http://purl.obolibrary.org/obo/OMIM_174050	[Polycystic Liver Disease,Congenital cystic disease of liver,polycystic liver disease]
http://www.informatics.jax.org/accession/MGI:5442324	Sec63<tm1Som>/Sec63<tm1Som>; Tg(CAG-cre/Esr1*)1Lbe/0 [involves: 129 * 129S1/Sv * 129X1/SvJ * C57BL/6]	http://www.informatics.jax.org/accession/MGI:2155302	Sec63	http://purl.obolibrary.org/obo/OMIM_174050	[Polycystic Liver Disease,Congenital cystic disease of liver,polycystic liver disease]
http://www.informatics.jax.org/accession/MGI:5442315	Prkcsh<tm1Som>/Prkcsh<tm1Som>; Tg(CAG-cre/Esr1*)1Lbe/0 [involves: 129 * 129S1/Sv * 129X1/SvJ * C57BL/6]	http://www.informatics.jax.org/accession/MGI:107877	Prkcsh	http://purl.obolibrary.org/obo/OMIM_174050	[Polycystic Liver Disease,Congenital cystic disease of liver,polycystic liver disease]
http://www.informatics.jax.org/accession/MGI:3053443	Gys1<Gt(OST33395)Lex>/Gys1<Gt(OST33395)Lex> [involves: 129S5/SvEvBrd * 129X1/SvJ * C57BL/6J]	http://www.informatics.jax.org/accession/MGI:101805	Gys1	http://purl.obolibrary.org/obo/OMIM_611556	[Glycogen Storage Disease 0, Muscle,Glycogen storage disease 0, muscle,Glycogen storage disease due to muscle and heart glycogen synthase deficiency]
http://www.informatics.jax.org/accession/MGI:5694081	Hpse2<Gt(OST411605)Lex>/Hpse2<Gt(OST411605)Lex> [involves: 129S5/SvEvBrd * C57BL/6]	http://www.informatics.jax.org/accession/MGI:2685814	Hpse2	http://purl.obolibrary.org/obo/OMIM_236730	[Urofacial Syndrome 1,Ochoa syndrome,urofacial syndrome]
http://www.informatics.jax.org/accession/MGI:3056760	Kcnq1<tm3Kpfe>/Kcnq1<+> [involves: 129S1/Sv * 129X1/SvJ * C57BL/6 * FVB/N]	http://www.informatics.jax.org/accession/MGI:108083	Kcnq1	http://purl.obolibrary.org/obo/OMIM_192500	[Long Qt Syndrome 1,Long QT syndrome 1,Romano-Ward syndrome]
http://www.informatics.jax.org/accession/MGI:5575895	Tg(Myh6-KCNQ1_i2)H05Desc/0 [involves: FVB]	http://www.ncbi.nlm.nih.gov/gene/3784	KCNQ1	http://purl.obolibrary.org/obo/OMIM_192500	[Long Qt Syndrome 1,Long QT syndrome 1,Romano-Ward syndrome]
http://www.informatics.jax.org/accession/MGI:5575893	Tg(Myh6-KCNQ1_i2)H02Desc/0 [involves: FVB]	http://www.ncbi.nlm.nih.gov/gene/3784	KCNQ1	http://purl.obolibrary.org/obo/OMIM_192500	[Long Qt Syndrome 1,Long QT syndrome 1,Romano-Ward syndrome]
http://www.informatics.jax.org/accession/MGI:3036713	Whrn<wi>/Whrn<wi> [involves: C57BL/6J * STOCK a Tyrp1<b> Myo5a<d> Oca2<p> Ednrb<s>]	http://www.informatics.jax.org/accession/MGI:2682003	Whrn	http://purl.obolibrary.org/obo/OMIM_607084	[Deafness, Autosomal Recessive 31,Deafness, autosomal recessive 31]
http://www.informatics.jax.org/accession/MGI:2178140	Hoxa11<tm1Ssp>/Hoxa11<tm1Ssp>; Hoxd<tm3Ddu>/Hoxd<tm3Ddu> [involves: 129S2/SvPas * C57BL/6 * CF-1 * SJL]	http://www.informatics.jax.org/accession/MGI:96172	Hoxa11	http://purl.obolibrary.org/obo/OMIM_605432	[Radioulnar Synostosis With Amegakaryocytic Thrombocytopenia 1,Radioulnar synostosis with amegakaryocytic thrombocytopenia,Radioulnar Synostosis With Amegakaryocytic Thrombocytopenia]
http://www.informatics.jax.org/accession/MGI:3038416	Rpgr<tm1Tili>/Rpgr<tm1Tili> [involves: 129S4/SvJae * C57BL/6]	http://www.informatics.jax.org/accession/MGI:1344037	Rpgr	http://purl.obolibrary.org/obo/OMIM_300029	[Retinitis Pigmentosa 3,Retinitis pigmentosa 15]
http://www.informatics.jax.org/accession/MGI:5313499	Tg(CAG-Rpgr)mRDefWrght/0; Rpgr<tm1Tili>/Rpgr<tm1Tili> [involves: 129S4/SvJae * C57BL/6J]	http://www.informatics.jax.org/accession/MGI:1344037	Rpgr	http://purl.obolibrary.org/obo/OMIM_300029	[Retinitis Pigmentosa 3,Retinitis pigmentosa 15]
