disease	disease_label	model_gene	gene_label	model_gene_taxon	owlsim_score	owlsim_rank	models	disease_pheno_count	disease_gene_count	modgene_pheno_count	isLeafNode
OMIM:185050	Platelet storage pool disease	MGI:2181763	Hps6	Mouse			1	5695	620	5	false
DOID:12377	spinal muscular atrophy	ZFIN:ZDB-GENE-990715-16	smn1	Zebrafish	33		5	478	35	48	false
OMIM:167210	Pachyonychia congenita type 2	MGI:1333768	Krt6b	Mouse	37		1	11	2	9	true
OMIM:603075	Age-related macular degeneration 1	MGI:1332240	Heph	Mouse			1	0	9	21	true
OMIM:606069	Hemochromatosis, Type 4	MGI:1315204	Slc40a1	Mouse	54		3	9	1	66	true
OMIM:253800	Fukuyama congenital muscular dystrophy	MGI:2179507	Fktn	Mouse	41		6	37	1	34	true
OMIM:608874	Orofacial cleft 5	MGI:97168	Msx1	Mouse	57		1	2	1	49	true
OMIM:607821	Deafness, autosomal recessive 37	MGI:104785	Myo6	Mouse	38		1	4	1	85	true
OMIM:190685	Down Syndrome	MGI:103296	Nfatc3	Mouse	37		2	275	25	23	false
OMIM:163950	Noonan Syndrome 1	MGI:99511	Ptpn11	Mouse	47		1	43	4	226	true
OMIM:104300	Alzheimer Disease	MGI:88057	Apoe	Mouse	37		4	5	14	200	true
OMIM:125851	Maturity-Onset Diabetes of the Young, Type 2	MGI:1270854	Gck	Mouse	37		29	1	1	33	true
OMIM:113970	Burkitt lymphoma	MGI:97250	Myc	Mouse	49		2	83	15	107	false
OMIM:257220	Niemann-Pick Disease, Type C1	MGI:97570	Abcb1a	Mouse	32		1	26	1	31	true
OMIM:613411	Oguchi disease 2	MGI:1345146	Grk1	Mouse	33		1	1	1	5	true
OMIM:253800	Fukuyama congenital muscular dystrophy	MGI:97252	Myf5	Mouse	36		1	37	1	34	true
OMIM:605803	Dermatitis, atopic, 2	MGI:95553	Flg	Mouse			1	0	1	41	true
OMIM:613829	Leber Congenital Amaurosis 7	MGI:1194883	Crx	Mouse	46		2	6	1	37	true
OMIM:616737	Takenouchi-Kosaki Syndrome; TKS	MGI:106211	Cdc42	Mouse			1	0	1	114	true
OMIM:119800	clubfoot	MGI:3522251	vsd	Mouse	37		1	66	2	24	false
OMIM:105400	Amyotrophic lateral sclerosis type 1	MGI:101791	Isl1	Mouse	41		1	11	51	64	true
OMIM:241500	Infantile hypophosphatasia	MGI:87983	Alpl	Mouse	47		2	39	1	31	true
OMIM:168600	Parkinson Disease, Late-Onset	MGI:1917633	Cox10	Mouse	39		1	22	18	32	true
OMIM:225500	Ellis-Van Creveld syndrome	MGI:1915775	Evc2	Mouse	50		1	258	20	25	false
OMIM:222100	IDDM	MGI:107418	Ptprn2	Mouse	40		1	7	7	1	true
OMIM:300813	synovial sarcoma	MGI:104735	Gt(ROSA)26Sor	Mouse	31		3	40	4	33	false
OMIM:311300	Otopalatodigital syndrome type 1	MGI:95556	Flna	Mouse	38		1	57	2	45	true
OMIM:613856	Achromatopsia 4	MGI:95779	Gnat2	Mouse	35		1	4	1	4	true
OMIM:175200	Peutz-Jeghers Syndrome	MGI:98834	Trp53	Mouse	49		1	66	2	271	true
OMIM:603041	Myoneural gastrointestinal encephalopathy syndrome	MGI:1097668	Upp1	Mouse	17		1	25	3	7	true
OMIM:137580	Tourette Syndrome	MGI:96969	Met	Mouse	30		1	27	3	84	true
OMIM:600316	Deafness, autosomal recessive 3	MGI:1261811	Myo15	Mouse	30		1	1	1	26	true
OMIM:601223	Neuronal Intestinal Dysplasia, Type B	MGI:1350935	Tlx2	Mouse			2	1	0	20	true
OMIM:303100	choroideremia	MGI:892979	Chm	Mouse	43		4	33	2	27	false
OMIM:300755	Bruton-type agammaglobulinemia	MGI:96878	Blnk	Mouse	43		1	48	1	33	false
OMIM:602092	Deafness, Autosomal Recessive 18A	MGI:1919338	Ush1c	Mouse	50		2	1	1	60	true
OMIM:231300	Glaucoma, congenital	MGI:88590	Cyp1b1	Mouse	29		4	3	2	8	true
OMIM:601665	Obesity	MGI:101932	Cpe	Mouse	40		2	2026	323	54	false
OMIM:173900	Polycystic kidney disease, adult type	MGI:1915089	Gpsm1	Mouse	17		1	6	1	9	true
OMIM:131760	Epidermolysis Bullosa Simplex, Dowling-Meara Type	MGI:96702	Krt5	Mouse	50		1	15	2	10	true
OMIM:119800	clubfoot	MGI:1856996	pma	Mouse	40		1	66	2	24	false
OMIM:164230	Obsessive-Compulsive Disorder	MGI:3039563	Dlgap3	Mouse			1	1	7	9	false
DOID:3191	nemaline myopathy	ZFIN:ZDB-GENE-000322-1	actc1b	Zebrafish	32		4	222	32	4	false
DOID:3571	liver cancer	ZFIN:ZDB-GENE-000607-83	krt4	Zebrafish			4	332	446	3	false
OMIM:606690	Lymphangiomyomatosis	MGI:97567	Pgr	Mouse	39		1	54	5	53	true
OMIM:613659	Neoplasm of stomach	MGI:96560	Il6st	Mouse	26		1	1	11	156	true
OMIM:610127	Ceroid Lipofuscinosis, Neuronal, 10	MGI:88562	Ctsd	Mouse	34		4	22	2	44	false
OMIM:606215	AVSD	MGI:3522243	pta	Mouse			1	0	0	34	false
OMIM:608804	Pelizaeus-Merzbacher-like disease due to GJC2 mutation	MGI:95719	Gjb1	Mouse	41		2	26	1	11	true
OMIM:608716	Primary autosomal recessive microcephaly 5	MGI:1334448	Aspm	Mouse	53		3	14	1	28	true
OMIM:143465	Attention deficit hyperactivity disorder	MGI:98743	Thrb	Mouse	37		1	2	4	106	true
OMIM:222100	IDDM	MGI:102851	Pdx1	Mouse	55		1	7	7	61	true
OMIM:143100	Huntington Disease	MGI:104615	Cnr1	Mouse	40		1	58	14	75	false
OMIM:125480	MAFD1	MGI:1861437	Gsk3b	Mouse	25		1	2	2	42	false
OMIM:194190	Wolf-Hirschhorn Syndrome	MGI:2150920	Fgfrl1	Mouse	51		1	119	6	74	true
OMIM:181500	Schizophrenia	MGI:87986	Akt1	Mouse	18		1	5	18	51	true
OMIM:137940	Hypotrichosis-lymphedema-telangiectasia-renal defect syndrome	MGI:98480	Tal1	Mouse	40		1	43	2	73	false
OMIM:605309	Macrocephaly/Autism Syndrome	MGI:109583	Pten	Mouse	26		2	10	1	459	true
OMIM:312750	Rett syndrome	ZFIN:ZDB-GENE-030131-7190	mecp2	Zebrafish	22		3	104	6	16	false
OMIM:230800	Gaucher Disease, Type 1	MGI:95665	Gba	Mouse	46		13	43	2	83	true
OMIM:601675	Photosensitive trichothiodystrophy	MGI:99135	Xpa	Mouse	49		1	19	4	42	true
OMIM:192430	Shprintzen syndrome	MGI:1346858	Mapk1	Mouse	43		1	31	5	68	true
OMIM:181500	Schizophrenia	MGI:2148258	Taar1	Mouse	26		1	5	18	10	true
OMIM:211980	Lung Cancer	MGI:96680	Kras	Mouse	34		17	1	16	198	true
OMIM:204000	Leber Congenital Amaurosis 1	MGI:105119	Gucy2f	Mouse	25		1	16	1	1	true
OMIM:302060	3-Methylglutaconic aciduria type 2	MGI:96968	Mest	Mouse	25		1	36	2	13	false
OMIM:142340	Congenital diaphragmatic hernia	MGI:95664	Gata4	Mouse	57		2	1	1	97	true
OMIM:613028	Glioma Susceptibility 2	MGI:104738	Cdkn2a	Mouse			3	0	1	78	true
OMIM:125853	type 2 diabetes mellitus	MGI:98331	Snap25	Mouse	51		1	473	168	70	false
OMIM:215100	Rhizomelic Chondrodysplasia Punctata, Type 1	MGI:1321392	Pex7	Mouse	38		2	28	1	41	true
OMIM:192430	Shprintzen syndrome	MGI:1916034	Prickle1	Mouse	45		1	31	5	72	true
OMIM:601665	Obesity	MGI:99260	Prkci	Mouse	42		1	2026	323	76	false
OMIM:603174	Homocysteinemia	MGI:1891037	Mtrr	Mouse			1	0	0	4	true
OMIM:121201	Seizures, Benign Familial Neonatal, 2	MGI:1336181	Kcnq3	Mouse	35		5	2	1	12	true
OMIM:155255	medulloblastoma	MGI:1351209	Tlx3	Mouse	24		1	52	46	13	false
OMIM:607628	Epilepsy with grand mal seizures on awakening	MGI:1929813	Cacna2d2	Mouse	38		1	3	1	80	true
OMIM:222100	IDDM	MGI:98279	Sell	Mouse	19		4	7	7	33	true
OMIM:254600	Myeloperoxidase Deficiency	MGI:97137	Mpo	Mouse	82		1	3	1	12	true
OMIM:114550	Hepatocellular carcinoma	ZFIN:ZDB-GENE-000607-83	krt4	Zebrafish			3	112	215	3	false
OMIM:235400	Hemolytic Uremic Syndrome, Atypical, Susceptibility To, 1	MGI:88385	Cfh	Mouse	34		1	23	5	28	true
OMIM:607872	chromosome 1p36 deletion syndrome	MGI:109239	Kcnab2	Mouse	21		1	144	4	12	true
OMIM:104300	Alzheimer Disease	MGI:96765	Ldlr	Mouse	38		1	5	14	74	true
OMIM:152700	Systemic Lupus Erythematosus	MGI:88057	Apoe	Mouse	50		1	13	11	200	true
OMIM:131440	chronic myeloproliferative disease	MGI:893587	Dok1	Mouse	38		1	64	20	19	false
DOID:4928	intrahepatic cholangiocarcinoma	ZFIN:ZDB-GENE-020318-1	fabp10a	Zebrafish	15		1	22	0	8	false
OMIM:613282	NAFLD1	MGI:96765	Ldlr	Mouse	63		1	1	0	74	true
OMIM:234000	Factor XII deficiency disease	MGI:1891012	F12	Mouse	28		1	27	2	3	false
OMIM:176200	variegate porphyria	MGI:104968	Ppox	Mouse	24		2	15	2	4	true
OMIM:181750	Scleroderma, Familial Progressive	MGI:95554	Fli1	Mouse	52		1	65	0	56	false
OMIM:192430	Shprintzen syndrome	MGI:104686	Crkl	Mouse	46		1	31	5	33	true
OMIM:152700	Systemic Lupus Erythematosus	MGI:109284	Psen2	Mouse	41		1	13	11	6	true
OMIM:268800	Sandhoff Disease	MGI:98260	Ccl3	Mouse	31		2	67	4	14	false
OMIM:160900	Steinert myotonic dystrophy syndrome	MGI:1917115	A1cf	Mouse	33		1	142	2	5	true
OMIM:220200	DWS	MGI:107201	Zic4	Mouse	35		1	306	10	8	false
OMIM:115150	Cardiofaciocutaneous syndrome 1	MGI:97847	Raf1	Mouse	43		1	73	4	101	true
OMIM:247200	Miller-Dieker Lissencephaly Syndrome	MGI:109150	Mnt	Mouse	35		1	52	3	22	true
OMIM:260400	Shwachman-Diamond syndrome	ZFIN:ZDB-GENE-980526-110	ins	Zebrafish	15		2	46	1	4	true
OMIM:260400	Shwachman-Diamond syndrome	MGI:1328312	Ptf1a	Mouse	34		2	46	1	25	true
OMIM:613282	NAFLD1	MGI:96778	Lgals3	Mouse	59		1	1	0	48	true
OMIM:614203	Parkinson Disease 17	MGI:1890467	Vps35	Mouse	31		1	7	1	10	true
OMIM:278760	Xeroderma pigmentosum, group F	MGI:1354163	Ercc4	Mouse	16		1	19	1	5	true
OMIM:309000	oculocerebrorenal syndrome	MGI:109589	Ocrl	Mouse			2	157	2	1	false
OMIM:602080	Paget Disease of Bone 2, Early-Onset	MGI:107357	Inpp5d	Mouse	35		1	14	2	97	true
OMIM:209850	Autism	MGI:103020	Syn2	Mouse	35		1	12	5	19	true
OMIM:152700	Systemic Lupus Erythematosus	MGI:97747	Pparg	Mouse	53		1	13	11	232	true
OMIM:152700	Systemic Lupus Erythematosus	MGI:98611	Tcrd	Mouse	58		1	13	11	10	true
OMIM:194050	Williams-Beuren syndrome	MGI:104572	Limk1	Mouse	23		1	250	9	10	false
DOID:0060340	ciliopathy	ZFIN:ZDB-GENE-080716-1	tmem67	Zebrafish	42		1	940	181	23	false
OMIM:257270	Congenital stationary night blindness, type 1B	MGI:1351343	Grm6	Mouse	28		1	3	1	10	true
OMIM:260350	Carcinoma of pancreas	MGI:102851	Pdx1	Mouse	55		8	1	7	61	true
OMIM:176807	Malignant tumor of prostate	MGI:104735	Gt(ROSA)26Sor	Mouse	17		2	1	18	33	true
OMIM:185050	Platelet storage pool disease	MGI:107734	Ap3d1	Mouse			1	5695	620	38	false
OMIM:114550	Hepatocellular carcinoma	MGI:1347487	Foxm1	Mouse	51		1	112	215	55	false
OMIM:220100	cystinuria	MGI:1195264	Slc3a1	Mouse	47		3	62	11	24	false
OMIM:606391	Maturity-Onset Diabetes of the Young	MGI:2673307	Mafa	Mouse			1	0	2	8	true
OMIM:613091	Short-rib thoracic dysplasia 3 with or without polydactyly	MGI:1915509	Ift80	Mouse	49		1	30	2	20	true
OMIM:108500	Episodic Ataxia, Type 2	MGI:109482	Cacna1a	Mouse	43		2	16	1	111	true
OMIM:210250	Sitosterolemia	MGI:1914720	Abcg8	Mouse	37		1	16	2	5	true
DOID:3191	nemaline myopathy	ZFIN:ZDB-GENE-000329-3	actb2	Zebrafish			2	222	32	4	false
OMIM:600652	Deafness, Autosomal Dominant 4A	MGI:2685615	Ceacam16	Mouse	38		1	1	1	10	true
OMIM:254770	Epilepsy, Myoclonic Juvenile	MGI:1919127	Efhc1	Mouse	41		2	50	13	5	false
OMIM:114550	Hepatocellular carcinoma	ZFIN:ZDB-GENE-991019-3	myl7	Zebrafish	21		1	112	215	31	false
OMIM:153550	Myelodysplastic syndrome associated with isolated del(5q) chromosome abnormality	MGI:96534	Cd74	Mouse	32		2	4	2	28	true
OMIM:152700	Systemic Lupus Erythematosus	MGI:88335	Cd4	Mouse	53		1	13	11	34	true
OMIM:604537	Leber congenital amaurosis 5	MGI:1923032	Lca5	Mouse	39		1	4	1	9	true
OMIM:309350	Melnick-Needles Syndrome	MGI:95556	Flna	Mouse	48		1	70	1	45	true
OMIM:178370	Pulmonary Atresia With Ventricular Septal Defect	MGI:107736	Dync2h1	Mouse	48		1	2	0	27	true
OMIM:603552	Hemophagocytic lymphohistiocytosis, familial, 4	MGI:1921982	Stx11	Mouse	48		1	13	1	26	true
OMIM:601665	Obesity	MGI:99457	Mc4r	Mouse	38		2	2026	323	41	false
OMIM:192350	VATER association	MGI:107736	Dync2h1	Mouse	58		1	87	6	27	false
DOID:10907	microcephaly	ZFIN:ZDB-GENE-091117-46	odf2a	Zebrafish	25		1	2649	117	10	false
OMIM:607174	Meningioma, Familial, Susceptibility to	MGI:97307	Nf2	Mouse	59		1	1	7	78	true
OMIM:175200	Peutz-Jeghers Syndrome	MGI:102851	Pdx1	Mouse	51		1	66	2	61	true
OMIM:151400	Leukemia, Chronic Lymphocytic	MGI:88319	Cd19	Mouse	33		4	2	4	34	true
OMIM:609508	Stickler Syndrome, Type I, Nonsyndromic Ocular	MGI:88452	Col2a1	Mouse	27		1	3	1	148	true
OMIM:248300	Mal De Meleda	MGI:1930923	Slurp1	Mouse	37		2	14	1	21	true
OMIM:100800	Achondroplasia	MGI:2150019	Spred2	Mouse	36		1	552	10	9	false
OMIM:302060	3-Methylglutaconic aciduria type 2	MGI:104735	Gt(ROSA)26Sor	Mouse	23		2	36	2	33	false
OMIM:142340	Congenital diaphragmatic hernia	MGI:97530	Pdgfra	Mouse	57		1	1	1	135	true
OMIM:114550	Hepatocellular carcinoma	MGI:105085	Rbl2	Mouse	17		1	112	215	20	false
OMIM:168600	Parkinson Disease, Late-Onset	MGI:1888519	Lmx1a	Mouse	34		1	22	18	80	true
OMIM:109100	Autoimmune Disease	MGI:104294	Tyro3	Mouse			1	1	0	1	true
OMIM:114480	Familial cancer of breast	MGI:108092	Bin1	Mouse	37		1	1	28	14	true
OMIM:603233	Pseudohypoparathyroidism, Type 1B	MGI:1861674	Nespas	Mouse	24		1	8	3	14	true
OMIM:300555	Dent disease type 2	MGI:109589	Ocrl	Mouse			2	11	1	1	true
DOID:8469	influenza	ZFIN:ZDB-GENE-070117-2326	roy	None	14		1	113	53	5	false
OMIM:152700	Systemic Lupus Erythematosus	MGI:88319	Cd19	Mouse	58		1	13	11	34	true
DOID:9884	muscular dystrophy	ZFIN:ZDB-GENE-040801-40	bag3	Zebrafish	32		2	2206	258	19	false
OMIM:603165	Dermatitis, Atopic	MGI:95523	Fgfr2	Mouse	33		1	15	1	324	true
OMIM:155255	medulloblastoma	MGI:97848	Rag1	Mouse	46		1	52	46	65	false
OMIM:167320	Inclusion body myopathy with early-onset paget disease and frontotemporal dementia	MGI:99919	Vcp	Mouse	40		2	25	1	37	false
OMIM:610185	Cerebellar Ataxia, Mental Retardation, and Dysequilibrium Syndrome 2	MGI:88253	Car8	Mouse	36		1	26	1	11	true
OMIM:601238	Cerebellar Ataxia, Cayman Type	MGI:2448730	Atcay	Mouse	43		3	7	1	21	true
OMIM:612540	Myopathy, Congenital, Compton-North	MGI:105980	Cntn1	Mouse	28		3	17	1	30	true
OMIM:166760	Otitis Media, Susceptibility to	MGI:1337104	Eya4	Mouse	44		1	1	0	20	true
OMIM:615095	Primary autosomal recessive microcephaly 10	MGI:2682313	Zfp335	Mouse	35		1	15	1	16	true
OMIM:610253	Kleefstra syndrome	MGI:1924933	Ehmt1	Mouse	40		2	104	3	40	false
OMIM:222700	Lysinuric protein intolerance	ZFIN:ZDB-GENE-051127-5	slc7a7	Zebrafish	33		2	31	1	10	true
OMIM:230900	Gaucher Disease, Type 2	MGI:95665	Gba	Mouse	45		3	28	1	83	true
OMIM:166760	Otitis Media, Susceptibility to	MGI:107489	Phex	Mouse	23		1	1	0	113	true
OMIM:222100	IDDM	MGI:95484	Fas	Mouse	32		2	7	7	176	true
OMIM:160700	MYP2	MGI:99402	Adora2a	Mouse	41		1	3	0	27	true
OMIM:246700	Chylomicron Retention Disease	ZFIN:ZDB-GENE-040426-1958	sar1b	Zebrafish	39		1	14	1	4	true
OMIM:278740	Xeroderma pigmentosum, group E	MGI:1355314	Ddb2	Mouse	44		4	13	1	7	true
OMIM:211980	Lung Cancer	MGI:98729	Tgfbr2	Mouse	31		1	1	16	140	true
OMIM:606215	AVSD	MGI:4821827	avc3	Mouse			1	0	0	8	false
OMIM:309801	Microphthalmia with linear skin defects syndrome	MGI:1100537	Mid1	Mouse	31		3	99	5	29	false
OMIM:161200	Nail-patella syndrome	MGI:894762	Ldb1	Mouse	36		1	80	1	45	false
OMIM:614883	Peroxisome biogenesis disorder 11A	MGI:1919379	Pex13	Mouse	51		2	17	1	42	true
OMIM:254450	Myelofibrosis	MGI:97249	Myb	Mouse	63		1	53	11	61	false
OMIM:173900	Polycystic kidney disease, adult type	MGI:88467	Col1a1	Mouse	29		1	6	1	325	true
OMIM:114550	Hepatocellular carcinoma	MGI:1918817	Mcm9	Mouse	43		3	112	215	31	false
OMIM:156200	Mental Retardation, Autosomal Dominant 1	MGI:2138934	Mbd5	Mouse	45		1	61	2	35	true
OMIM:609460	Goldberg-Shprintzen Syndrome	ZFIN:ZDB-GENE-990715-9	skia	Zebrafish	22		1	50	1	6	true
OMIM:209850	Autism	MGI:1346858	Mapk1	Mouse	27		1	12	5	68	true
OMIM:225500	Ellis-Van Creveld syndrome	MGI:1890596	Evc	Mouse	49		1	258	20	27	false
OMIM:256500	Netherton syndrome	MGI:101910	F2rl1	Mouse	50		1	38	2	27	true
OMIM:209850	Autism	MGI:97441	Oprm1	Mouse	31		1	12	5	51	true
OMIM:600638	Fibrosis of extraocular muscles, congenital, 3a, with or without extraocular involvement	MGI:107813	Tubb3	Mouse	39		1	15	1	12	true
OMIM:209880	Central Hypoventilation Syndrome, Congenital	MGI:1351209	Tlx3	Mouse	48		1	25	7	13	true
OMIM:109400	Gorlin syndrome	MGI:1345643	Sufu	Mouse	43		1	116	5	61	false
DOID:8955	sideroblastic anemia	ZFIN:ZDB-GENE-070117-2326	roy	None	10		1	178	25	5	false
OMIM:222100	IDDM	MGI:104511	Tnfsf4	Mouse	33		1	7	7	16	true
OMIM:611263	Asphyxiating thoracic dystrophy 2	MGI:1915509	Ift80	Mouse	47		1	8	2	20	true
OMIM:300486	Mental Retardation, X-Linked, With Cerebellar Hypoplasia and Distinctive Facial Appearance	MGI:2151070	Ophn1	Mouse	38		1	38	1	25	true
OMIM:166710	Osteoporosis	MGI:107527	Ly6a	Mouse	42		1	355	70	37	false
OMIM:612674	Polyneuropathy, hearing loss, ataxia, retinitis pigmentosa, and cataract	MGI:1923442	Abhd12	Mouse	45		1	20	2	11	false
OMIM:265380	persistent fetal circulation syndrome	MGI:109583	Pten	Mouse	57		1	58	3	459	false
OMIM:601853	GLHS	MGI:87882	Acp2	Mouse	42		1	44	0	49	true
OMIM:268000	Retinitis Pigmentosa	MGI:2664102	Cngb1	Mouse	47		2	3	41	13	true
OMIM:612073	Mitochondrial Dna Depletion Syndrome 5 (Encephalomyopathic With or Without Methylmalonic Aciduria)	MGI:1306775	Sucla2	Mouse	34		1	45	1	7	true
OMIM:613282	NAFLD1	MGI:1338074	Ikbkg	Mouse	59		1	1	0	89	true
OMIM:614307	Alpha-methylacyl-CoA racemase deficiency	MGI:1098273	Amacr	Mouse			1	8	2	11	true
OMIM:214100	Peroxisome Biogenesis Disorder 1A (Zellweger)	MGI:1918632	Pex1	Mouse	41		1	65	12	16	true
OMIM:263200	Autosomal recessive polycystic kidney disease	MGI:1929183	Tsc1	Mouse	37		1	37	6	117	false
OMIM:604232	Leber congenital amaurosis 3	MGI:2144877	Spata7	Mouse	41		1	4	2	8	true
OMIM:114480	Familial cancer of breast	MGI:99423	Etv4	Mouse			1	1	28	12	true
OMIM:101200	acrocephalosyndactylia	MGI:1345144	Spry4	Mouse	35		1	515	16	9	false
OMIM:116600	Cataract 6, Multiple Types	MGI:95278	Epha2	Mouse	32		1	5	1	15	true
DOID:12377	spinal muscular atrophy	ZFIN:ZDB-GENE-050321-1	hsp70l	Zebrafish	23		2	478	35	47	false
OMIM:176100	Porphyria Cutanea Tarda	MGI:109191	Hfe	Mouse	42		1	53	8	30	false
OMIM:607785	Juvenile Myelomonocytic Leukemia	MGI:95559	Flt3	Mouse	41		2	49	21	66	false
OMIM:248800	Marinesco-SjC6gren syndrome	MGI:1932040	Sil1	Mouse	37		1	44	1	5	true
OMIM:105580	Anal Canal Carcinoma	MGI:109583	Pten	Mouse	44		1	3	0	459	false
OMIM:210500	biliary atresia	ZFIN:ZDB-GENE-020318-1	fabp10a	Zebrafish	21		1	70	4	8	false
OMIM:248200	Stargardt Disease 1	MGI:109424	Abca4	Mouse	35		3	3	2	17	true
OMIM:166760	Otitis Media, Susceptibility to	MGI:2139360	Sall4	Mouse	38		1	1	0	63	true
OMIM:148700	Palmoplantar Keratoderma I, Striate, Focal, or Diffuse	MGI:2182540	Grhl1	Mouse	43		1	3	3	9	false
OMIM:176270	Prader-Willi syndrome	MGI:98347	Snrpn	Mouse	36		3	198	35	21	false
OMIM:275355	Squamous cell carcinoma of the head and neck	MGI:98834	Trp53	Mouse	60		1	1	24	271	true
OMIM:613118	antithrombin III deficiency	MGI:88095	Serpinc1	Mouse	43		1	23	1	33	true
OMIM:605462	BCC1	MGI:104735	Gt(ROSA)26Sor	Mouse	33		1	1	3	33	true
OMIM:607941	Atrial septal defect 2	MGI:95664	Gata4	Mouse	65		1	3	1	97	true
OMIM:210600	Seckel syndrome 1	MGI:108028	Atr	Mouse	46		1	47	3	97	true
OMIM:613065	ALL	MGI:96995	Kmt2a	Mouse	52		1	1	8	104	true
OMIM:600121	Rhizomelic Chondrodysplasia Punctata, Type 3	MGI:2443065	Agps	Mouse	18		1	5	1	11	true
OMIM:601493	Cardiomyopathy, Dilated, 1C, With or Without Left Ventricular Noncompaction	MGI:1344412	Ldb3	Mouse	69		2	5	1	39	true
OMIM:108800	ASD1	MGI:97380	Ntf3	Mouse	59		1	1	0	106	true
OMIM:107250	Anterior segment mesenchymal dysgenesis	MGI:1100498	Pitx3	Mouse	27		1	3	2	79	true
OMIM:615995	Bardet-Biedl syndrome 18	MGI:1913610	Bbip1	Mouse	58		1	6	1	8	true
OMIM:101400	Saethre-Chotzen syndrome	MGI:97169	Msx2	Mouse	49		1	104	3	64	true
OMIM:184700	PCOS1	MGI:96575	Insr	Mouse	31		1	6	1	73	true
OMIM:114550	Hepatocellular carcinoma	ZFIN:ZDB-GENE-020318-1	fabp10a	Zebrafish	24		5	112	215	8	false
OMIM:608516	Major depressive disorder	MGI:1261831	Hap1	Mouse			2	0	3	29	true
OMIM:247200	Miller-Dieker Lissencephaly Syndrome	MGI:109520	Pafah1b1	Mouse	41		5	52	3	34	true
OMIM:614129	Perrault Syndrome 3	MGI:1858213	Clpp	Mouse	40		2	7	1	54	true
OMIM:601665	Obesity	MGI:96929	Mc3r	Mouse	34		3	2026	323	27	false
OMIM:183900	Spondyloepiphyseal Dysplasia Congenita	MGI:104735	Gt(ROSA)26Sor	Mouse	43		1	46	1	33	true
OMIM:607080	46,Xy Gonadal Dysgenesis, Partial, With Minifascicular Neuropathy	MGI:94891	Dhh	Mouse	33		1	4	1	26	true
OMIM:601665	Obesity	MGI:1920024	Neil1	Mouse	33		1	2026	323	15	false
OMIM:220200	DWS	MGI:106683	Zic1	Mouse	39		1	306	10	19	false
OMIM:613028	Glioma Susceptibility 2	MGI:88467	Col1a1	Mouse			3	0	1	325	true
OMIM:209850	Autism	MGI:95621	Gabrb3	Mouse	37		1	12	5	59	true
OMIM:114500	Carcinoma of colon	MGI:1915146	Ccdc80	Mouse	37		1	5	33	15	true
OMIM:300523	Allan-Herndon-Dudley syndrome	MGI:1203732	Slc16a2	Mouse	28		1	51	1	23	true
OMIM:609048	Melanoma, Cutaneous Malignant, Susceptibility To, 3	MGI:88357	Cdk4	Mouse			1	4	1	53	true
OMIM:605462	BCC1	MGI:105373	Ptch1	Mouse	55		1	1	3	123	true
OMIM:610883	Potocki-Lupski Syndrome	MGI:88256	Camk2a	Mouse	32		2	55	1	41	true
OMIM:248600	Maple Syrup Urine Disease	MGI:2442111	Ppm1k	Mouse	31		1	17	13	3	false
OMIM:222100	IDDM	MGI:107654	Ifngr2	Mouse	27		1	7	7	7	true
OMIM:155100	May-Hegglin Anomaly	MGI:107717	Myh9	Mouse	44		4	9	1	63	true
OMIM:180300	Rheumatoid Arthritis	MGI:96560	Il6st	Mouse	74		1	6	10	156	true
OMIM:613643	Parkinson disease 5	MGI:103149	Uchl1	Mouse			1	0	1	33	true
OMIM:181500	Schizophrenia	MGI:95819	Grin1	Mouse	27		1	5	18	104	true
OMIM:606963	COPD	MGI:1321395	Ltbp4	Mouse	28		1	1	3	45	true
OMIM:614840	Hypogonadotropic hypogonadism 11 with or without anosmia	MGI:892968	Tacr3	Mouse	44		1	6	1	11	true
OMIM:262600	Pituitary hormone deficiency, combined 2	MGI:1927578	Smpd3	Mouse	40		1	8	3	69	true
OMIM:156500	Metaphyseal Chondrodysplasia, Schmid Type	MGI:88445	Col10a1	Mouse	40		1	25	2	51	true
OMIM:161800	Nemaline myopathy 3	MGI:87902	Acta1	Mouse	41		2	37	1	22	true
OMIM:607271	Caspase-8 deficiency	MGI:1261423	Casp8	Mouse	45		1	11	1	89	true
OMIM:126200	Multiple Sclerosis, Susceptibility to	MGI:1314884	Tnfrsf1a	Mouse	21		1	10	7	57	true
OMIM:606963	COPD	MGI:96646	Jun	Mouse	25		1	1	3	65	true
OMIM:613091	Short-rib thoracic dysplasia 3 with or without polydactyly	MGI:107736	Dync2h1	Mouse	40		1	30	2	27	true
OMIM:176807	Malignant tumor of prostate	MGI:109337	Brca2	Mouse	32		1	1	18	81	true
DOID:0050564	autosomal dominant nonsyndromic deafness	ZFIN:ZDB-GENE-060503-719	grhl2b	Zebrafish	34		1	62	35	11	false
OMIM:611451	Deafness, Autosomal Recessive 63	MGI:3769724	Tomt	Mouse	76		1	1	1	15	true
OMIM:237500	Dubin-Johnson Syndrome	MGI:97887	Rdx	Mouse	51		1	20	1	19	true
OMIM:155600	CMM1	MGI:109583	Pten	Mouse	29		2	6	4	459	true
OMIM:614831	Spinocerebellar Ataxia, Autosomal Recessive 13	MGI:1351338	Grm1	Mouse	38		1	19	1	46	true
OMIM:611553	Noonan syndrome 5	MGI:97847	Raf1	Mouse	50		2	8	1	101	true
OMIM:123500	Crouzon Syndrome	MGI:1276118	Bey	Mouse	42		1	1772	44	16	false
